date,swb_happiness
2011m1,-.6061159
2011m2,-.1522149
2011m3,.0918668
2011m4,.1449135
2011m5,.3562978
2011m6,.3380868
2011m7,.1767098
2011m8,-.2736242
2011m9,-.4596575
2011m10,-.384186
2011m11,-.0074003
2011m12,-.0035123
2012m1,-.3574776
2012m2,-.0930326
2012m3,.4987217
2012m4,1.265465
2012m5,1.524725
2012m6,1.241089
2012m7,.7129489
2012m8,.0928937
2012m9,-.2615586
2012m10,-.0009718
2012m11,.1434062
2012m12,.0168567
2013m1,-.5112706
2013m2,-.4554155
2013m3,.1133333
2013m4,.5303695
2013m5,.7948608
2013m6,.8200641
2013m7,.6749548
2013m8,.4974151
2013m9,.4900497
2013m10,.7799213
2013m11,.9429708
2013m12,.7807186
2014m1,.448932
2014m2,.4316818
2014m3,.5920292
2014m4,.9722084
2014m5,1.42213
2014m6,1.367703
2014m7,1.091532
2014m8,.3553141
2014m9,-.2069806
2014m10,-.0008994
2014m11,.587557
2014m12,1.088425
2015m1,1.259377
2015m2,1.323624
2015m3,1.374871
2015m4,1.502807
2015m5,1.533764
2015m6,1.267949
2015m7,1.037435
2015m8,.6130844
2015m9,.5176964
2015m10,.9966028
2015m11,1.616746
2015m12,1.8391
2016m1,1.661813
2016m2,1.716839
2016m3,2.0509
2016m4,2.599552
