date,cat_healthy_habits
2011m1,.5211382
2011m2,-.1099275
2011m3,-.25754
2011m4,-.1211757
2011m5,.123808
2011m6,-.0268403
2011m7,-.4763595
2011m8,-.8007177
2011m9,-.7108833
2011m10,-.8660309
2011m11,-.7379214
2011m12,-.5271524
2012m1,.0202698
2012m2,.5162678
2012m3,.7056903
2012m4,.8741098
2012m5,.6143386
2012m6,.1394332
2012m7,-.4000464
2012m8,-.9235834
2012m9,-1.468761
2012m10,-1.80723
2012m11,-1.511734
2012m12,-.6966212
2013m1,.2472789
2013m2,.6847175
2013m3,.796816
2013m4,.9829957
2013m5,.793496
2013m6,.7957473
2013m7,.6062282
2013m8,.3190753
2013m9,-.0813248
2013m10,-.5052949
2013m11,-.9019338
2013m12,-.8121842
2014m1,-.204726
2014m2,.2807943
2014m3,.4217862
2014m4,.3487278
2014m5,.1478895
2014m6,.0670828
2014m7,.0836897
2014m8,.0059171
2014m9,-.1832789
2014m10,-.4213215
2014m11,-.5915521
2014m12,-.4665017
2015m1,.1765122
2015m2,.6484544
2015m3,1.104675
2015m4,1.213654
2015m5,.7068323
2015m6,.2791231
2015m7,-.1293059
2015m8,-.5063342
2015m9,-.5643384
2015m10,-.6489645
2015m11,-.6815678
2015m12,-.0528854
2016m1,1.06841
2016m2,1.489601
2016m3,1.055336
2016m4,.3541434
