date,swb_job_satisfaction
2008m1,.7398703
2008m2,.7865195
2008m3,.5399384
2008m4,.1647525
2008m5,.0427721
2008m6,.0478863
2008m7,.1292184
2008m8,.0908473
2008m9,.0882392
2008m10,.2310271
2008m11,.4496949
2008m12,.8342481
2009m1,1.346745
2009m2,1.819536
2009m3,1.947388
2009m4,1.804443
2009m5,1.58991
2009m6,1.006692
2009m7,.627008
2009m8,.3463126
2009m9,.3067112
2009m10,.9167023
2009m11,1.522777
2009m12,1.743514
2010m1,1.850122
2010m2,2.155053
2010m3,1.871963
2010m4,1.300688
2010m5,.8623019
2010m6,.9810425
2010m7,1.372683
2010m8,1.685476
2010m9,1.837255
2010m10,2.016936
2010m11,2.253651
2010m12,1.984851
2011m1,1.323373
2011m2,.7898158
2011m3,.6088782
2011m4,.4650432
2011m5,.4239115
2011m6,.3996972
2011m7,.5303198
2011m8,.7014669
2011m9,.9584944
2011m10,1.165719
2011m11,1.111318
2011m12,.9968333
2012m1,.8834235
2012m2,.6970972
2012m3,.4311183
2012m4,.3492706
2012m5,.3598417
2012m6,.361519
2012m7,.2555627
2012m8,.1754486
2012m9,.3893354
2012m10,.5245852
2012m11,.617041
2012m12,.4575257
2013m1,.2077091
2013m2,.0799695
2013m3,.1402476
2013m4,.0245675
2013m5,-.1089606
2013m6,-.2403219
2013m7,-.2581813
2013m8,-.3992545
2013m9,-.5009844
2013m10,-.4952305
2013m11,-.4520565
2013m12,-.4233941
2014m1,-.632189
2014m2,-.7129701
2014m3,-.8205053
2014m4,-.712953
2014m5,-.5143977
2014m6,-.5112997
2014m7,-.4342923
2014m8,-.4044175
2014m9,-.4629666
2014m10,-.4717411
2014m11,-.2580056
2014m12,.0643665
2015m1,.4634884
2015m2,.5781804
2015m3,.4350059
2015m4,.1869524
2015m5,-.070665
2015m6,-.184149
2015m7,-.2773672
2015m8,-.1848687
2015m9,.0170477
2015m10,.1805578
2015m11,.1843272
2015m12,.189802
2016m1,.3638373
2016m2,1.071902
2016m3,2.540388
2016m4,4.530181
