date,swb_enjoyment
2008m1,-.4745169
2008m2,-.0567262
2008m3,.3470287
2008m4,.7412937
2008m5,.7670983
2008m6,.5184472
2008m7,.2988872
2008m8,.0799104
2008m9,-.3216654
2008m10,-.6171745
2008m11,-.721073
2008m12,-1.00202
2009m1,-1.450582
2009m2,-1.618035
2009m3,-1.565795
2009m4,-1.197336
2009m5,-.7910494
2009m6,-.6746174
2009m7,-.6405956
2009m8,-.8523321
2009m9,-1.154566
2009m10,-1.220951
2009m11,-1.015008
2009m12,-.847303
2010m1,-.9730971
2010m2,-.4412048
2010m3,-.0184376
2010m4,.3328637
2010m5,.3125992
2010m6,.1687252
2010m7,-.2280851
2010m8,-.6789386
2010m9,-.8270856
2010m10,-.8121768
2010m11,-.7851149
2010m12,-.6155393
2011m1,-.3184229
2011m2,.0057922
2011m3,.1850218
2011m4,.4106408
2011m5,.649434
2011m6,.7241383
2011m7,.5665355
2011m8,.4792694
2011m9,.7013285
2011m10,.6975962
2011m11,.6056268
2011m12,.3707558
2012m1,.3022531
2012m2,.5337889
2012m3,.7611105
2012m4,.9512178
2012m5,.87385
2012m6,.5325041
2012m7,.1184087
2012m8,-.1692323
2012m9,-.1902731
2012m10,-.1220935
2012m11,.1267905
2012m12,.2758795
2013m1,.3897329
2013m2,.6520994
2013m3,.7817935
2013m4,.8114921
2013m5,.7712924
2013m6,.679707
2013m7,.4896573
2013m8,.2338899
2013m9,.1646143
2013m10,.3010278
2013m11,.5581065
2013m12,.610513
2014m1,.6283743
2014m2,.9010888
2014m3,1.121519
2014m4,1.380984
2014m5,1.397826
2014m6,1.150784
2014m7,.9495757
2014m8,.900099
2014m9,1.073594
2014m10,1.308974
2014m11,1.556403
2014m12,1.568944
2015m1,1.435202
2015m2,1.49004
2015m3,1.673356
2015m4,1.85979
2015m5,1.954829
2015m6,1.910703
2015m7,1.720771
2015m8,1.50799
2015m9,1.448872
2015m10,1.617335
2015m11,1.774838
2015m12,1.645044
2016m1,1.459044
2016m2,1.421855
2016m3,1.267761
2016m4,1.153392
