region,date,immigration
PACA,2013m1,-.53604126
PACA,2013m2,-.13671607
PACA,2013m3,-.179289
PACA,2013m4,-.17286783
PACA,2013m5,-.16104072
PACA,2013m6,-.72764361
PACA,2013m7,-1.4392138
PACA,2013m8,-1.2671957
PACA,2013m9,-.80605406
PACA,2013m10,-.57705975
PACA,2013m11,-.40788463
PACA,2013m12,-.58936393
PACA,2014m1,-.72198987
PACA,2014m2,-.48331466
PACA,2014m3,-.6100291
PACA,2014m4,-.30113876
PACA,2014m5,.21114881
PACA,2014m6,-1.3704576
PACA,2014m7,-.90366489
PACA,2014m8,-.53235859
PACA,2014m9,-.086195119
PACA,2014m10,-.24486516
PACA,2014m11,.561616
PACA,2014m12,.1483123
PACA,2015m1,.13234352
PACA,2015m2,-.21493694
PACA,2015m3,-.65539533
PACA,2015m4,-.034717612
PACA,2015m5,.083341517
PACA,2015m6,-.029401867
PACA,2015m7,-.73488414
PACA,2015m8,.76355046
PACA,2015m9,4.4270935
PACA,2015m10,1.0179354
PACA,2015m11,1.1995463
PACA,2015m12,.3826701
PACA,2016m1,.62292069
PACA,2016m2,.44748473
PACA,2016m3,.49310377
PACA,2016m4,.24265611
PACA,2016m5,-.33603638
PACA,2016m6,-.46718916
PACA,2016m7,-.54003388
PACA,2016m8,-.31323236
PACA,2016m9,.78246361
PACA,2016m10,1.839552
PACA,2016m11,.98553759
PACA,2016m12,.33834177
PACA,2017m1,.2548863
PACA,2017m2,.35737246
PACA,2017m3,.81927371
