date,cat_family_stress
2011m1,1.00914
2011m2,.9008404
2011m3,.9474066
2011m4,1.011802
2011m5,1.117835
2011m6,1.24779
2011m7,1.259768
2011m8,1.204513
2011m9,1.025313
2011m10,.797525
2011m11,.6251934
2011m12,.6592554
2012m1,.8270746
2012m2,.9212258
2012m3,1.008104
2012m4,1.0952
2012m5,1.190569
2012m6,1.363715
2012m7,1.467238
2012m8,1.392956
2012m9,1.066024
2012m10,.7569305
2012m11,.6002094
2012m12,.6052641
2013m1,.7578827
2013m2,.9209996
2013m3,1.037249
2013m4,1.06394
2013m5,.9114909
2013m6,.5500748
2013m7,-.1529583
2013m8,-.6823733
2013m9,-1.027893
2013m10,-1.224863
2013m11,-1.290626
2013m12,-1.185998
2014m1,-1.026799
2014m2,-.9488257
2014m3,-.9737678
2014m4,-.9799445
2014m5,-.9402878
2014m6,-.9302832
2014m7,-.8913896
2014m8,-.8936553
2014m9,-.9675283
2014m10,-1.155994
2014m11,-1.281759
2014m12,-1.317422
2015m1,-1.225361
2015m2,-1.119414
2015m3,-1.006403
2015m4,-.8294925
2015m5,-.5334116
2015m6,-.2310397
2015m7,-.1670204
2015m8,-.2676554
2015m9,-.5012645
2015m10,-.8397755
2015m11,-1.049646
2015m12,-1.008149
2016m1,-.849171
2016m2,-.732065
2016m3,-.634912
2016m4,-.475381
