date,swb_security
2008m1,-.1025811
2008m2,.2529336
2008m3,.3291566
2008m4,.3047493
2008m5,.2315918
2008m6,-.1169484
2008m7,-.3311723
2008m8,-.4832371
2008m9,-.460637
2008m10,-.2147514
2008m11,.1721698
2008m12,.3700907
2009m1,.3182336
2009m2,.0652341
2009m3,.2580091
2009m4,.5349728
2009m5,.7853863
2009m6,.8967754
2009m7,.8749405
2009m8,.8011765
2009m9,.7932453
2009m10,.7202873
2009m11,.2278023
2009m12,-.1014227
2010m1,.2455771
2010m2,.559725
2010m3,.6192156
2010m4,.5441121
2010m5,.3255168
2010m6,.1899414
2010m7,.2435753
2010m8,.3125115
2010m9,.6014502
2010m10,.9608674
2010m11,1.076638
2010m12,.9818072
2011m1,1.029606
2011m2,1.350591
2011m3,1.713964
2011m4,1.893771
2011m5,1.825817
2011m6,1.745668
2011m7,1.512027
2011m8,1.498279
2011m9,1.538904
2011m10,1.587917
2011m11,1.670504
2011m12,1.716395
2012m1,2.001615
2012m2,2.348141
2012m3,2.448535
2012m4,2.326097
2012m5,2.056725
2012m6,1.875694
2012m7,1.740515
2012m8,1.785142
2012m9,1.80474
2012m10,1.901032
2012m11,1.91324
2012m12,1.674629
2013m1,1.606565
2013m2,1.82993
2013m3,2.241973
2013m4,2.524971
2013m5,2.544482
2013m6,2.352388
2013m7,2.04728
2013m8,1.756962
2013m9,1.627301
2013m10,1.617838
2013m11,1.793426
2013m12,1.859264
2014m1,2.042143
2014m2,2.306696
2014m3,2.417307
2014m4,2.515203
2014m5,2.501206
2014m6,2.404737
2014m7,2.380723
2014m8,2.415346
2014m9,2.50306
2014m10,2.521999
2014m11,2.299824
2014m12,1.925582
2015m1,1.742472
2015m2,1.826433
2015m3,2.266273
2015m4,2.538642
2015m5,2.560931
2015m6,2.449327
2015m7,2.292224
2015m8,2.304902
2015m9,2.430374
2015m10,2.482617
2015m11,2.465784
2015m12,2.275721
2016m1,2.212433
2016m2,2.357929
2016m3,2.251898
2016m4,1.778543
