date,cat_summer_leisure
2008m1,-.453944
2008m2,-.1814425
2008m3,.2935273
2008m4,.9311522
2008m5,1.572132
2008m6,1.919956
2008m7,1.708445
2008m8,.9955776
2008m9,.0919653
2008m10,-.6267071
2008m11,-.9839984
2008m12,-.9403247
2009m1,-.6863155
2009m2,-.3313624
2009m3,.1881471
2009m4,.831714
2009m5,1.455356
2009m6,1.758685
2009m7,1.516117
2009m8,.8750759
2009m9,.1167269
2009m10,-.4650198
2009m11,-.7453288
2009m12,-.7564015
2010m1,-.5000158
2010m2,-.0796841
2010m3,.5275704
2010m4,1.186927
2010m5,1.680179
2010m6,1.88257
2010m7,1.646133
2010m8,.9800934
2010m9,.1340115
2010m10,-.5336117
2010m11,-.9030504
2010m12,-.980287
2011m1,-.8656379
2011m2,-.64113
2011m3,-.2664835
2011m4,.2738764
2011m5,.8535669
2011m6,1.229427
2011m7,1.109289
2011m8,.4873914
2011m9,-.2953843
2011m10,-.8883922
2011m11,-1.182321
2011m12,-1.147307
2012m1,-.9156398
2012m2,-.570322
2012m3,-.0749579
2012m4,.4876662
2012m5,1.001558
2012m6,1.243986
2012m7,1.027255
2012m8,.4267126
2012m9,-.2909472
2012m10,-.8860125
2012m11,-1.176256
2012m12,-1.172307
2013m1,-1.022425
2013m2,-.8452048
2013m3,-.5314897
2013m4,-.0391059
2013m5,.5609021
2013m6,.9916586
2013m7,.9594084
2013m8,.3971776
2013m9,-.3708434
2013m10,-.9840063
2013m11,-1.308509
2013m12,-1.323722
2014m1,-1.158754
2014m2,-.8999383
2014m3,-.5122311
2014m4,.0334226
2014m5,.619547
2014m6,.9330232
2014m7,.7985851
2014m8,.2490335
2014m9,-.4468253
2014m10,-.9826647
2014m11,-1.24907
2014m12,-1.213104
2015m1,-1.016732
2015m2,-.736652
2015m3,-.316692
2015m4,.1986796
2015m5,.739687
2015m6,1.117351
2015m7,1.052674
2015m8,.5054162
2015m9,-.2293369
2015m10,-.8162264
2015m11,-1.115738
2015m12,-1.090644
2016m1,-.8850179
2016m2,-.6347201
2016m3,-.3290907
2016m4,.0099784
