date,cat_personal_security
2011m1,-.7061752
2011m2,-.5503184
2011m3,-.4240986
2011m4,-.3158152
2011m5,-.3720202
2011m6,-.4410192
2011m7,-.411601
2011m8,-.3259109
2011m9,-.0319254
2011m10,.0221035
2011m11,.1160166
2011m12,-.0178547
2012m1,-.1948841
2012m2,-.2272148
2012m3,-.1457455
2012m4,-.1427484
2012m5,-.3159836
2012m6,-.3683269
2012m7,-.1737923
2012m8,-.2679812
2012m9,-.1434319
2012m10,.2671686
2012m11,1.272175
2012m12,2.310227
2013m1,2.285939
2013m2,1.593394
2013m3,1.178603
2013m4,.9829924
2013m5,.4277441
2013m6,-.0215495
2013m7,-.2253131
2013m8,-.3551745
2013m9,-.4114108
2013m10,-.6246119
2013m11,-.7130973
2013m12,-.7580422
2014m1,-.7747308
2014m2,-.7046847
2014m3,-.838385
2014m4,-.9589053
2014m5,-1.0482
2014m6,-.9500475
2014m7,-.713484
2014m8,-.3060951
2014m9,.1937528
2014m10,.4304942
2014m11,.345686
2014m12,.1337963
2015m1,-.0495241
2015m2,-.1923189
2015m3,-.292829
2015m4,-.4082385
2015m5,-.5936845
2015m6,-.5145003
2015m7,-.3922857
2015m8,-.2796302
2015m9,.222271
2015m10,1.107251
2015m11,1.945133
2015m12,1.710921
2016m1,.9298669
2016m2,.3733599
2016m3,.0665467
2016m4,-.2118506
