date,swb_laugh
2011m1,-1.671416
2011m2,-.8204272
2011m3,-.3219561
2011m4,.0762938
2011m5,.3522525
2011m6,.3042084
2011m7,.0835773
2011m8,-.3289871
2011m9,.1160787
2011m10,.7286858
2011m11,.7217729
2011m12,.1958368
2012m1,-.3075288
2012m2,-.2159414
2012m3,.1484878
2012m4,.6747608
2012m5,1.09253
2012m6,1.032105
2012m7,.6456088
2012m8,.2137404
2012m9,.0705945
2012m10,.1829806
2012m11,.1092461
2012m12,-.0816835
2013m1,-.0709777
2013m2,.3313062
2013m3,.8713183
2013m4,1.062883
2013m5,.9442735
2013m6,.8191251
2013m7,.5744326
2013m8,.110749
2013m9,-.2318591
2013m10,-.2187338
2013m11,-.0475439
2013m12,-.2430517
2014m1,-.6794522
2014m2,-.8016017
2014m3,-.5297956
2014m4,.0184141
2014m5,.6015393
2014m6,.6135725
2014m7,.1132629
2014m8,-.5363106
2014m9,-.8809689
2014m10,-.7465396
2014m11,-.6161836
2014m12,-.7857004
2015m1,-1.106016
2015m2,-.9908701
2015m3,-.7844694
2015m4,-.573145
2015m5,-.3339755
2015m6,-.1816216
2015m7,-.5288725
2015m8,-1.229921
2015m9,-1.62959
2015m10,-1.415387
2015m11,-.9979157
2015m12,-.8096953
2016m1,-1.036821
2016m2,-.9247434
2016m3,-.1333815
2016m4,1.460397
