date,cat_healthy_habits
2008m1,-.0339876
2008m2,-.6151333
2008m3,-1.058789
2008m4,-1.328792
2008m5,-1.404033
2008m6,-1.39829
2008m7,-1.41767
2008m8,-1.567828
2008m9,-1.737148
2008m10,-1.807648
2008m11,-1.557615
2008m12,-1.077685
2009m1,-.4467069
2009m2,-.1568984
2009m3,-.0812908
2009m4,-.1656985
2009m5,-.217928
2009m6,-.2925175
2009m7,-.4353317
2009m8,-.6034325
2009m9,-.6211179
2009m10,-.4149978
2009m11,-.1573001
2009m12,.2439716
2010m1,.8704583
2010m2,1.131339
2010m3,1.078869
2010m4,.8818063
2010m5,.6504553
2010m6,.3878114
2010m7,-.0667121
2010m8,-.6151152
2010m9,-.9635944
2010m10,-1.101369
2010m11,-.9471918
2010m12,-.5193537
2011m1,.1487234
2011m2,.4893672
2011m3,.5824433
2011m4,.3679977
2011m5,.1558161
2011m6,-.0203274
2011m7,-.2705881
2011m8,-.7449185
2011m9,-1.01698
2011m10,-1.064166
2011m11,-.9431019
2011m12,-.634138
2012m1,.066396
2012m2,.478085
2012m3,.6781664
2012m4,.7121067
2012m5,.5618168
2012m6,.4333906
2012m7,.263409
2012m8,-.1889358
2012m9,-.7338043
2012m10,-1.122112
2012m11,-1.080736
2012m12,-.4312607
2013m1,.6020578
2013m2,1.168477
2013m3,1.445589
2013m4,1.316745
2013m5,.8956034
2013m6,.537352
2013m7,.2058655
2013m8,-.1705986
2013m9,-.4001611
2013m10,-.5129843
2013m11,-.4287914
2013m12,.0025772
2014m1,.8010311
2014m2,1.207263
2014m3,1.312942
2014m4,1.125108
2014m5,.8179377
2014m6,.5517108
2014m7,.1572453
2014m8,-.2675686
2014m9,-.6115794
2014m10,-.7168546
2014m11,-.5523571
2014m12,-.1448156
2015m1,.5461143
2015m2,.8913943
2015m3,1.253584
2015m4,1.247499
2015m5,1.078715
2015m6,.8453112
2015m7,.4650753
2015m8,.012376
2015m9,-.3154292
2015m10,-.4263979
2015m11,-.2254967
2015m12,.2720541
2016m1,1.06037
2016m2,1.486275
2016m3,1.891035
2016m4,2.455541
