summer_leisure_f
-.5734079
-.5634016
.0349793
.0451535
.9280141
1.632504
1.840586
.4253782
-.3865287
-.8318747
-1.391335
-.8220693
-.7322088
-.8081491
-.2963222
-.2507085
1.128139
1.822348
1.507133
.3744591
-.6107618
-1.348368
-1.265433
-.9881262
-.8031847
-.8280839
-.3548942
-.2549699
.5766705
1.728468
1.690426
.9866845
-.6047077
-.8978839
-1.114742
-.3740159
-.4008516
-.5033782
-.0763001
.0661012
.9270746
1.710282
1.627768
.4860925
-.7977351
-1.054877
-1.061711
-.9227077
-.9166442
-1.02339
-.2840443
-.3511995
.950327
1.809269
1.59694
.4078241
-.8086067
