date,cat_spirituality
2011m1,.3186917
2011m2,.7068443
2011m3,1.030348
2011m4,1.172367
2011m5,.7732807
2011m6,.0832825
2011m7,-.1648584
2011m8,.1042663
2011m9,.6847485
2011m10,1.092429
2011m11,1.056788
2011m12,.7504982
2012m1,.5760458
2012m2,.6349984
2012m3,.7976041
2012m4,.8587806
2012m5,.5585678
2012m6,.1060013
2012m7,.0933479
2012m8,.6195515
2012m9,1.073482
2012m10,1.075359
2012m11,.5348931
2012m12,-.1253505
2013m1,-.2275735
2013m2,.173837
2013m3,.379275
2013m4,.3415134
2013m5,-.1418012
2013m6,-.6808397
2013m7,-1.001682
2013m8,-.9393519
2013m9,-.5493653
2013m10,-.1475133
2013m11,-.1623801
2013m12,-.5062445
2014m1,-.6859398
2014m2,-.6571992
2014m3,-.4970972
2014m4,-.5499367
2014m5,-.9387959
2014m6,-1.223352
2014m7,-1.175133
2014m8,-.7674635
2014m9,-.1667892
2014m10,.1287117
2014m11,.1799031
2014m12,.2554397
2015m1,.3426022
2015m2,.5705182
2015m3,.6669697
2015m4,.589328
2015m5,.1040652
2015m6,-.2353282
2015m7,-.1497956
2015m8,.3802899
2015m9,.9181017
2015m10,.5778575
2015m11,-.3428832
2015m12,-1.2898
2016m1,-1.693465
2016m2,-1.893262
2016m3,-1.804615
2016m4,-1.592772
