date,swb_worry
2008m1,.1827867
2008m2,-.2378612
2008m3,-.4980745
2008m4,-.6878693
2008m5,-.8201271
2008m6,-.8880773
2008m7,-.8732297
2008m8,-.5900754
2008m9,-.0227769
2008m10,.519559
2008m11,.9796558
2008m12,1.297892
2009m1,1.473594
2009m2,1.389777
2009m3,.9998524
2009m4,.4727027
2009m5,.0447924
2009m6,-.1124349
2009m7,-.1003436
2009m8,-.0036551
2009m9,.0628564
2009m10,.112957
2009m11,.051685
2009m12,-.0798105
2010m1,-.1466462
2010m2,-.1924975
2010m3,-.2607907
2010m4,-.3990133
2010m5,-.5580646
2010m6,-.5784565
2010m7,-.6009692
2010m8,-.6835356
2010m9,-.7236937
2010m10,-.6783458
2010m11,-.4958542
2010m12,-.0737947
2011m1,.5407535
2011m2,.9681283
2011m3,1.297343
2011m4,1.398867
2011m5,1.26142
2011m6,1.158826
2011m7,1.172035
2011m8,1.334264
2011m9,1.52843
2011m10,1.561388
2011m11,1.392296
2011m12,1.231771
2012m1,1.172123
2012m2,.9915226
2012m3,.7335803
2012m4,.5260882
2012m5,.4725902
2012m6,.5688546
2012m7,.8749962
2012m8,1.354109
2012m9,1.883402
2012m10,2.149724
2012m11,1.989879
2012m12,1.589002
2013m1,1.188725
2013m2,.9182029
2013m3,.6784372
2013m4,.4590966
2013m5,.3647325
2013m6,.3285509
2013m7,.3527252
2013m8,.5244158
2013m9,.7956624
2013m10,.9238384
2013m11,.8259023
2013m12,.6769228
2014m1,.4470531
2014m2,.2432603
2014m3,-.0198634
2014m4,-.3745813
2014m5,-.7037564
2014m6,-.9360653
2014m7,-1.131931
2014m8,-1.272359
2014m9,-1.339673
2014m10,-1.406607
2014m11,-1.476754
2014m12,-1.545522
2015m1,-1.662086
2015m2,-1.778461
2015m3,-1.854783
2015m4,-1.838839
2015m5,-1.707375
2015m6,-1.290981
2015m7,-.6301991
2015m8,-.2334737
2015m9,-.0166914
2015m10,-.0010569
2015m11,-.0754869
2015m12,-.234357
2016m1,-.4961071
2016m2,-.6756108
2016m3,-.643909
2016m4,-.4263448
