date,swb_worry
2011m1,.7783602
2011m2,.2565318
2011m3,-.0662263
2011m4,-.2979275
2011m5,-.5150819
2011m6,-.5473729
2011m7,-.3870469
2011m8,.0937043
2011m9,.2774425
2011m10,.1183578
2011m11,-.1970161
2011m12,-.2957456
2012m1,-.1526037
2012m2,-.2150281
2012m3,-.5894257
2012m4,-.8305181
2012m5,-.9855257
2012m6,-1.021218
2012m7,-.799893
2012m8,-.4024808
2012m9,-.0591513
2012m10,.0019766
2012m11,-.1778048
2012m12,-.5862776
2013m1,-.7804564
2013m2,-1.140399
2013m3,-1.435463
2013m4,-1.690892
2013m5,-1.860135
2013m6,-1.850824
2013m7,-1.572406
2013m8,-1.217137
2013m9,-1.149921
2013m10,-1.244467
2013m11,-1.52445
2013m12,-1.73526
2014m1,-1.728317
2014m2,-1.979829
2014m3,-2.275421
2014m4,-2.402129
2014m5,-2.486713
2014m6,-2.580117
2014m7,-2.573414
2014m8,-2.110819
2014m9,-1.687694
2014m10,-1.619114
2014m11,-1.839682
2014m12,-1.976225
2015m1,-2.055892
2015m2,-2.119385
2015m3,-2.298473
2015m4,-2.528252
2015m5,-2.556276
2015m6,-2.430197
2015m7,-2.156567
2015m8,-1.785314
2015m9,-1.618592
2015m10,-1.687872
2015m11,-1.768618
2015m12,-1.84339
2016m1,-1.826262
2016m2,-1.878281
2016m3,-2.201395
2016m4,-2.608462
