region,date,travail
Rhone-Alpes,2013m1,.42593426
Rhone-Alpes,2013m2,.21539891
Rhone-Alpes,2013m3,.32485488
Rhone-Alpes,2013m4,-.44881114
Rhone-Alpes,2013m5,-.32499975
Rhone-Alpes,2013m6,.039466765
Rhone-Alpes,2013m7,-1.0516341
Rhone-Alpes,2013m8,-1.3549703
Rhone-Alpes,2013m9,.31732184
Rhone-Alpes,2013m10,.2371566
Rhone-Alpes,2013m11,-.18776642
Rhone-Alpes,2013m12,-.81928706
Rhone-Alpes,2014m1,.79782265
Rhone-Alpes,2014m2,.55469602
Rhone-Alpes,2014m3,.70051426
Rhone-Alpes,2014m4,.19610667
Rhone-Alpes,2014m5,.089813635
Rhone-Alpes,2014m6,.10805355
Rhone-Alpes,2014m7,-.5431565
Rhone-Alpes,2014m8,-.43993077
Rhone-Alpes,2014m9,1.0916649
Rhone-Alpes,2014m10,.80031765
Rhone-Alpes,2014m11,.49232063
Rhone-Alpes,2014m12,-.86366582
Rhone-Alpes,2015m1,.54598022
Rhone-Alpes,2015m2,.63197803
Rhone-Alpes,2015m3,.99165106
Rhone-Alpes,2015m4,.11208215
Rhone-Alpes,2015m5,.10520765
Rhone-Alpes,2015m6,.20542942
Rhone-Alpes,2015m7,-.96690691
Rhone-Alpes,2015m8,-.85315919
Rhone-Alpes,2015m9,.58949184
Rhone-Alpes,2015m10,.55382997
Rhone-Alpes,2015m11,.27391526
Rhone-Alpes,2015m12,-.81645936
Rhone-Alpes,2016m1,.73136199
Rhone-Alpes,2016m2,.30736423
Rhone-Alpes,2016m3,.43492752
Rhone-Alpes,2016m4,-.133389
Rhone-Alpes,2016m5,-.15869203
Rhone-Alpes,2016m6,-.43458843
Rhone-Alpes,2016m7,-1.1194797
Rhone-Alpes,2016m8,-1.0772539
Rhone-Alpes,2016m9,.47982961
Rhone-Alpes,2016m10,.0059994282
Rhone-Alpes,2016m11,-.3290405
Rhone-Alpes,2016m12,-1.0740699
Rhone-Alpes,2017m1,.0433902
Rhone-Alpes,2017m2,.30466276
Rhone-Alpes,2017m3,.41864496
