region,date,immigration
Languedoc-Roussillon,2013m1,.034803513
Languedoc-Roussillon,2013m2,.1023442
Languedoc-Roussillon,2013m3,-.41023096
Languedoc-Roussillon,2013m4,-.36259925
Languedoc-Roussillon,2013m5,-.15717927
Languedoc-Roussillon,2013m6,-.47195658
Languedoc-Roussillon,2013m7,-.50739175
Languedoc-Roussillon,2013m8,-.23759377
Languedoc-Roussillon,2013m9,.35360202
Languedoc-Roussillon,2013m10,-.13084275
Languedoc-Roussillon,2013m11,-.08325842
Languedoc-Roussillon,2013m12,-.15147913
Languedoc-Roussillon,2014m1,-.31667128
Languedoc-Roussillon,2014m2,-.079984888
Languedoc-Roussillon,2014m3,-.077345632
Languedoc-Roussillon,2014m4,-.25197932
Languedoc-Roussillon,2014m5,-.4495604
Languedoc-Roussillon,2014m6,-.86286199
Languedoc-Roussillon,2014m7,-.79698527
Languedoc-Roussillon,2014m8,-.42501444
Languedoc-Roussillon,2014m9,-.14948611
Languedoc-Roussillon,2014m10,-.42623889
Languedoc-Roussillon,2014m11,.037077993
Languedoc-Roussillon,2014m12,-.13816144
Languedoc-Roussillon,2015m1,-.15763721
Languedoc-Roussillon,2015m2,-.37623575
Languedoc-Roussillon,2015m3,.094357222
Languedoc-Roussillon,2015m4,-.15535507
Languedoc-Roussillon,2015m5,.19489133
Languedoc-Roussillon,2015m6,-.19846083
Languedoc-Roussillon,2015m7,-.32109252
Languedoc-Roussillon,2015m8,.44132221
Languedoc-Roussillon,2015m9,2.6041367
Languedoc-Roussillon,2015m10,.55353796
Languedoc-Roussillon,2015m11,.18092254
Languedoc-Roussillon,2015m12,.2567527
Languedoc-Roussillon,2016m1,.4248859
Languedoc-Roussillon,2016m2,.3139644
Languedoc-Roussillon,2016m3,-.21824831
Languedoc-Roussillon,2016m4,-.075872913
Languedoc-Roussillon,2016m5,-.10172403
Languedoc-Roussillon,2016m6,-.5067392
Languedoc-Roussillon,2016m7,-.50980741
Languedoc-Roussillon,2016m8,-.1228051
Languedoc-Roussillon,2016m9,.671817
Languedoc-Roussillon,2016m10,1.1716863
Languedoc-Roussillon,2016m11,.69432712
Languedoc-Roussillon,2016m12,-.05543863
Languedoc-Roussillon,2017m1,.43035316
Languedoc-Roussillon,2017m2,.39040449
Languedoc-Roussillon,2017m3,.5281657
