date,cat_health_worries
2011m1,2.079236
2011m2,1.714262
2011m3,1.383647
2011m4,1.19736
2011m5,1.223978
2011m6,1.285097
2011m7,1.523153
2011m8,1.537657
2011m9,1.255498
2011m10,.8312277
2011m11,.7117794
2011m12,.614248
2012m1,.8664085
2012m2,1.076361
2012m3,1.130369
2012m4,.7631124
2012m5,.3107647
2012m6,-.0733594
2012m7,-.2938129
2012m8,-.202383
2012m9,.2380269
2012m10,.6915494
2012m11,.5098223
2012m12,.180757
2013m1,-.0647824
2013m2,.0417313
2013m3,.1453467
2013m4,.0234832
2013m5,-.1951971
2013m6,-.1946341
2013m7,-.4392831
2013m8,-.5944085
2013m9,-.5232812
2013m10,-.514632
2013m11,-.4764994
2013m12,-.333371
2014m1,-.0184174
2014m2,.12483
2014m3,.0378816
2014m4,-.1717596
2014m5,-.3063241
2014m6,-.3904817
2014m7,-.4441453
2014m8,-.5056277
2014m9,-.4379611
2014m10,-.4322134
2014m11,-.6608692
2014m12,-.8449606
2015m1,-.6992678
2015m2,-.4073633
2015m3,-.2239882
2015m4,-.3035948
2015m5,-.6551903
2015m6,-.9529654
2015m7,-1.185592
2015m8,-1.358506
2015m9,-1.568084
2015m10,-1.696472
2015m11,-1.62596
2015m12,-1.429709
2016m1,-1.113587
2016m2,-.7820803
2016m3,-.2555259
2016m4,.8787035
