region,date,juifs
Aquitaine,2013m1,.33605099
Aquitaine,2013m2,.42397419
Aquitaine,2013m3,.68247199
Aquitaine,2013m4,.58611166
Aquitaine,2013m5,.13080715
Aquitaine,2013m6,-.46085119
Aquitaine,2013m7,-.23427694
Aquitaine,2013m8,.64158964
Aquitaine,2013m9,-.39647299
Aquitaine,2013m10,-.45195881
Aquitaine,2013m11,-.043692339
Aquitaine,2013m12,1.4035149
Aquitaine,2014m1,3.9452322
Aquitaine,2014m2,.74182916
Aquitaine,2014m3,.49548915
Aquitaine,2014m4,.22296306
Aquitaine,2014m5,.480028
Aquitaine,2014m6,.015094163
Aquitaine,2014m7,1.1320719
Aquitaine,2014m8,.27197802
Aquitaine,2014m9,-.68864387
Aquitaine,2014m10,.2440701
Aquitaine,2014m11,.18014805
Aquitaine,2014m12,.58504957
Aquitaine,2015m1,2.4534905
Aquitaine,2015m2,.92872107
Aquitaine,2015m3,.29350504
Aquitaine,2015m4,.21617939
Aquitaine,2015m5,-.65385085
Aquitaine,2015m6,-.56330723
Aquitaine,2015m7,.11591308
Aquitaine,2015m8,.2564472
Aquitaine,2015m9,-.62379813
Aquitaine,2015m10,-.18697494
Aquitaine,2015m11,-.26723436
Aquitaine,2015m12,-.94480079
Aquitaine,2016m1,-.020604197
Aquitaine,2016m2,-.27818274
Aquitaine,2016m3,-.59897125
Aquitaine,2016m4,-.70824444
Aquitaine,2016m5,-.69002157
Aquitaine,2016m6,-.97193462
Aquitaine,2016m7,-.73596746
Aquitaine,2016m8,-1.2136575
Aquitaine,2016m9,-1.0969868
Aquitaine,2016m10,-.49172536
Aquitaine,2016m11,-1.1681681
Aquitaine,2016m12,-.8549546
Aquitaine,2017m1,-.94860947
Aquitaine,2017m2,-.77969438
Aquitaine,2017m3,-.71692038
