date,cat_job_growth
2011m1,.689498
2011m2,1.291293
2011m3,1.332275
2011m4,1.091315
2011m5,.3493423
2011m6,-.3419387
2011m7,-.3627673
2011m8,.1070628
2011m9,.1322108
2011m10,.0440976
2011m11,-.0259427
2011m12,-.262941
2012m1,-.3040206
2012m2,-.1557942
2012m3,.1513801
2012m4,.3957628
2012m5,.0309101
2012m6,-.6744168
2012m7,-.9727821
2012m8,-.8840619
2012m9,-.624536
2012m10,-.4102956
2012m11,-.6122323
2012m12,-.8305044
2013m1,-.6246013
2013m2,-.3073512
2013m3,-.021132
2013m4,.0153002
2013m5,-.4083094
2013m6,-.7700265
2013m7,-1.041674
2013m8,-1.126046
2013m9,-.9063478
2013m10,-.5933769
2013m11,-.6553937
2013m12,-.8018796
2014m1,-.5629764
2014m2,.0444078
2014m3,.5186412
2014m4,.6859177
2014m5,.2276857
2014m6,-.3106332
2014m7,-.6107775
2014m8,-.812139
2014m9,-.4479048
2014m10,-.0985577
2014m11,-.2519366
2014m12,-.3314561
2015m1,.1357581
2015m2,.9049527
2015m3,1.297123
2015m4,1.107588
2015m5,.2867397
2015m6,-.2617015
2015m7,-.5004035
2015m8,-.3251204
2015m9,.1057429
2015m10,.5523804
2015m11,.6921149
2015m12,.6180266
2016m1,.8392271
2016m2,1.305701
2016m3,1.558785
2016m4,1.72074
