date,cat_layoffs
2011m1,1.490541
2011m2,1.067655
2011m3,.8632948
2011m4,.7666464
2011m5,.501314
2011m6,.3773611
2011m7,.1459119
2011m8,.1173246
2011m9,.440642
2011m10,.7356213
2011m11,.8556244
2011m12,.7823533
2012m1,.8606936
2012m2,.733189
2012m3,.6245582
2012m4,.5771549
2012m5,.256231
2012m6,-.0289959
2012m7,-.1038174
2012m8,.0223893
2012m9,.7178155
2012m10,1.688903
2012m11,2.225346
2012m12,1.755195
2013m1,1.295824
2013m2,.7380123
2013m3,.3538368
2013m4,.1311495
2013m5,-.3439822
2013m6,-.6732838
2013m7,-.9109366
2013m8,-.9405852
2013m9,-.7741905
2013m10,-.6189979
2013m11,-.5891327
2013m12,-.3973409
2014m1,-.0105241
2014m2,-.0261059
2014m3,-.2897525
2014m4,-.694065
2014m5,-.9491917
2014m6,-.8002474
2014m7,-.5892846
2014m8,-.478535
2014m9,-.403141
2014m10,-.4670337
2014m11,-.7194961
2014m12,-.5981883
2015m1,-.1560233
2015m2,-.0790098
2015m3,.0469095
2015m4,-.2364932
2015m5,-.7120605
2015m6,-.7015572
2015m7,-.4876672
2015m8,-.5354055
2015m9,-.6528616
2015m10,-.6520412
2015m11,-.8702715
2015m12,-.9299609
2016m1,-.6694415
2016m2,-.6529343
2016m3,-.69401
2016m4,-.7349302
