date,swb_respect
2011m1,-.1233228
2011m2,-.5752079
2011m3,-.7510074
2011m4,-.6891415
2011m5,-.6118059
2011m6,-.3786595
2011m7,-.166043
2011m8,-.277688
2011m9,.1268778
2011m10,.3676547
2011m11,.5348514
2011m12,.072295
2012m1,-.8834624
2012m2,-1.41457
2012m3,-1.619388
2012m4,-1.204845
2012m5,-1.043768
2012m6,-.5407304
2012m7,.1419524
2012m8,.1966774
2012m9,.0083887
2012m10,.3172424
2012m11,.496811
2012m12,.3257713
2013m1,.2030132
2013m2,-.0399903
2013m3,-.3338397
2013m4,-.8172271
2013m5,-1.243845
2013m6,-1.124999
2013m7,-.3938846
2013m8,-.0628035
2013m9,.1559129
2013m10,.2999161
2013m11,.3962321
2013m12,.527336
2014m1,.3421324
2014m2,.1868688
2014m3,-.1223377
2014m4,-.0344056
2014m5,-.0218662
2014m6,.0365065
2014m7,.1438261
2014m8,-.1236826
2014m9,-.273104
2014m10,-.320739
2014m11,-.2688296
2014m12,-.0821837
2015m1,-.0925762
2015m2,-.2154032
2015m3,-.6062949
2015m4,-.6356128
2015m5,-.2308501
2015m6,.7052802
2015m7,1.044131
2015m8,.5074431
2015m9,-.0387843
2015m10,.0067911
2015m11,.3991983
2015m12,.6092948
2016m1,.6232895
2016m2,.5160941
2016m3,.166705
2016m4,-.0156788
