date,swb_respect
2011m1,1.106443
2011m2,.6561035
2011m3,.3263442
2011m4,-.0639112
2011m5,-.4324626
2011m6,-.9594005
2011m7,-1.202588
2011m8,-1.344711
2011m9,-1.044338
2011m10,-.304432
2011m11,.4131244
2011m12,.4625615
2012m1,.2479529
2012m2,-.2338748
2012m3,-.8887943
2012m4,-1.182459
2012m5,-1.352115
2012m6,-1.342147
2012m7,-1.175628
2012m8,-.9162483
2012m9,-.5009025
2012m10,.1802309
2012m11,.6635591
2012m12,.4467521
2013m1,.164941
2013m2,-.0872586
2013m3,-.268068
2013m4,-.467084
2013m5,-.8328446
2013m6,-1.196382
2013m7,-1.160504
2013m8,-.7107027
2013m9,.0869034
2013m10,.9578528
2013m11,1.340269
2013m12,1.304658
2014m1,1.085544
2014m2,.8068345
2014m3,.1490376
2014m4,-.3668691
2014m5,-.5479131
2014m6,-.4421512
2014m7,.0132383
2014m8,.3987491
2014m9,.9313368
2014m10,1.423671
2014m11,1.703485
2014m12,1.696523
2015m1,1.21309
2015m2,.8191618
2015m3,.5288438
2015m4,.1218086
2015m5,-.1022348
2015m6,-.2346768
2015m7,-.1993333
2015m8,-.2072556
2015m9,.0041674
2015m10,.6256785
2015m11,1.002312
2015m12,.942465
2016m1,.6303504
2016m2,.2567884
2016m3,.1110192
2016m4,.3195849
