region,date,terrorisme
Lorraine,2013m1,-.57303756
Lorraine,2013m2,-.59860063
Lorraine,2013m3,-.50513393
Lorraine,2013m4,-.50755084
Lorraine,2013m5,-.4829089
Lorraine,2013m6,-.48628518
Lorraine,2013m7,-.30218187
Lorraine,2013m8,-.3218025
Lorraine,2013m9,-.41415676
Lorraine,2013m10,-.41863847
Lorraine,2013m11,-.3275744
Lorraine,2013m12,-.42028409
Lorraine,2014m1,-.60889769
Lorraine,2014m2,-.52121788
Lorraine,2014m3,-.38718238
Lorraine,2014m4,-.41100645
Lorraine,2014m5,-.55067515
Lorraine,2014m6,-.41052634
Lorraine,2014m7,-.15434068
Lorraine,2014m8,-.26787657
Lorraine,2014m9,-.42103904
Lorraine,2014m10,-.027506908
Lorraine,2014m11,-.39327663
Lorraine,2014m12,.24255858
Lorraine,2015m1,1.2115799
Lorraine,2015m2,-.083190151
Lorraine,2015m3,-.01199571
Lorraine,2015m4,-.060585748
Lorraine,2015m5,-.23407714
Lorraine,2015m6,-.13136587
Lorraine,2015m7,.22355281
Lorraine,2015m8,.016043589
Lorraine,2015m9,-.32474485
Lorraine,2015m10,-.21751592
Lorraine,2015m11,4.357491
Lorraine,2015m12,.29351553
Lorraine,2016m1,.14301313
Lorraine,2016m2,.0074836966
Lorraine,2016m3,.81890947
Lorraine,2016m4,.11964958
Lorraine,2016m5,-.23721105
Lorraine,2016m6,.20031644
Lorraine,2016m7,1.5255672
Lorraine,2016m8,.58218181
Lorraine,2016m9,.048524909
Lorraine,2016m10,-.012439488
Lorraine,2016m11,-.15891007
Lorraine,2016m12,.25761113
Lorraine,2017m1,.10985051
Lorraine,2017m2,-.012897573
Lorraine,2017m3,.20529185
