date,cat_social_progress
2008m1,-.1657962
2008m2,-.0064611
2008m3,.0618132
2008m4,.0462605
2008m5,-.1558516
2008m6,-.3858127
2008m7,-.4644948
2008m8,-.3990811
2008m9,-.2018753
2008m10,-.0552882
2008m11,.0312928
2008m12,-.142605
2009m1,-.2018331
2009m2,-.0434687
2009m3,.1569284
2009m4,.2438487
2009m5,.1468707
2009m6,-.1028658
2009m7,-.0779136
2009m8,.138366
2009m9,.4285292
2009m10,.4658895
2009m11,-.408263
2009m12,-1.167423
2010m1,-1.441875
2010m2,-1.452312
2010m3,-1.546647
2010m4,-1.649541
2010m5,-1.750391
2010m6,-1.887073
2010m7,-2.000719
2010m8,-1.962816
2010m9,-1.747468
2010m10,-1.573371
2010m11,-1.43119
2010m12,-1.245269
2011m1,-.8106791
2011m2,-.4881362
2011m3,-.2227612
2011m4,-.1251795
2011m5,-.3178481
2011m6,-.7423496
2011m7,-.9010488
2011m8,-.6424654
2011m9,-.053352
2011m10,.2390567
2011m11,.2507153
2011m12,.0776693
2012m1,.0248362
2012m2,.1878065
2012m3,.4023415
2012m4,.3716754
2012m5,.026285
2012m6,-.4011824
2012m7,-.5634911
2012m8,-.358933
2012m9,.0703015
2012m10,.3053963
2012m11,.3294918
2012m12,.1063945
2013m1,-.1157592
2013m2,-.1305379
2013m3,.0573357
2013m4,.2798213
2013m5,.0486976
2013m6,-.3965561
2013m7,-.5840545
2013m8,-.4635853
2013m9,-.0951486
2013m10,.159135
2013m11,.2557181
2013m12,.1998898
2014m1,.2216807
2014m2,.418402
2014m3,.6063058
2014m4,.6286342
2014m5,.2693875
2014m6,-.055668
2014m7,-.1346557
2014m8,.2005658
2014m9,.7862308
2014m10,1.220722
2014m11,1.261486
2014m12,1.00478
2015m1,.6717647
2015m2,.6662547
2015m3,.7868659
2015m4,.843877
2015m5,.6585113
2015m6,.4201437
2015m7,.3397909
2015m8,.5693004
2015m9,1.154751
2015m10,1.621321
2015m11,1.936145
2015m12,1.878667
2016m1,1.86808
2016m2,1.901334
2016m3,2.057517
2016m4,2.166213
