region,date,juifs
Midi-Pyrenees,2013m1,.32416049
Midi-Pyrenees,2013m2,-.14186388
Midi-Pyrenees,2013m3,.47960216
Midi-Pyrenees,2013m4,.030342761
Midi-Pyrenees,2013m5,-.11201826
Midi-Pyrenees,2013m6,-.37040216
Midi-Pyrenees,2013m7,-.5183152
Midi-Pyrenees,2013m8,-.43944308
Midi-Pyrenees,2013m9,-.83934981
Midi-Pyrenees,2013m10,-.46205515
Midi-Pyrenees,2013m11,-.11397299
Midi-Pyrenees,2013m12,1.304093
Midi-Pyrenees,2014m1,4.0258799
Midi-Pyrenees,2014m2,1.1588057
Midi-Pyrenees,2014m3,.14079279
Midi-Pyrenees,2014m4,.13536851
Midi-Pyrenees,2014m5,.086929075
Midi-Pyrenees,2014m6,-.47440121
Midi-Pyrenees,2014m7,2.0240235
Midi-Pyrenees,2014m8,.95632041
Midi-Pyrenees,2014m9,-.21892995
Midi-Pyrenees,2014m10,-.73851758
Midi-Pyrenees,2014m11,-.6675334
Midi-Pyrenees,2014m12,-.14147748
Midi-Pyrenees,2015m1,2.4511092
Midi-Pyrenees,2015m2,1.4078627
Midi-Pyrenees,2015m3,-.31744188
Midi-Pyrenees,2015m4,.37253881
Midi-Pyrenees,2015m5,.074017063
Midi-Pyrenees,2015m6,-.53724921
Midi-Pyrenees,2015m7,-.75676876
Midi-Pyrenees,2015m8,.07605809
Midi-Pyrenees,2015m9,-.24317637
Midi-Pyrenees,2015m10,-.18508621
Midi-Pyrenees,2015m11,-.74858779
Midi-Pyrenees,2015m12,-.62376916
Midi-Pyrenees,2016m1,-.35791188
Midi-Pyrenees,2016m2,-.76898849
Midi-Pyrenees,2016m3,.10672155
Midi-Pyrenees,2016m4,-.14768694
Midi-Pyrenees,2016m5,-.38814557
Midi-Pyrenees,2016m6,-.84667122
Midi-Pyrenees,2016m7,-.60677874
Midi-Pyrenees,2016m8,.26375538
Midi-Pyrenees,2016m9,-.82504797
Midi-Pyrenees,2016m10,-.21356975
Midi-Pyrenees,2016m11,-.39085966
Midi-Pyrenees,2016m12,-.24557573
Midi-Pyrenees,2017m1,-.44991067
Midi-Pyrenees,2017m2,-.55062973
Midi-Pyrenees,2017m3,-.58883619
