date,swb_enjoyment
2008m1,-.5462994
2008m2,.0103264
2008m3,.2016838
2008m4,.2818286
2008m5,.5010137
2008m6,.8704565
2008m7,1.057401
2008m8,.9440151
2008m9,.4549938
2008m10,.2438665
2008m11,-.1062206
2008m12,-.6062089
2009m1,-.9434313
2009m2,-1.222951
2009m3,-1.267825
2009m4,-.7935387
2009m5,-.3041152
2009m6,.0156339
2009m7,.2443371
2009m8,.2831561
2009m9,-.0266193
2009m10,-.0754951
2009m11,-.0127131
2009m12,-.2924075
2010m1,-1.179097
2010m2,-1.753497
2010m3,-1.76573
2010m4,-1.103278
2010m5,-.168631
2010m6,-.103504
2010m7,-.3834279
2010m8,-.590132
2010m9,-.8135639
2010m10,-.5303027
2010m11,-.3504198
2010m12,-.1722989
2011m1,.2205494
2011m2,.4978879
2011m3,.5573117
2011m4,.4706969
2011m5,.6781206
2011m6,.8045186
2011m7,.8300306
2011m8,.4030527
2011m9,-.0055269
2011m10,-.1081846
2011m11,.0821664
2011m12,.0680151
2012m1,-.0010875
2012m2,.3522083
2012m3,.7302616
2012m4,1.082471
2012m5,1.225203
2012m6,1.228413
2012m7,1.037681
2012m8,.6068196
2012m9,.152064
2012m10,.0145862
2012m11,-.1363254
2012m12,-.1706658
2013m1,-.2491872
2013m2,-.0030637
2013m3,.473978
2013m4,.7928441
2013m5,.9201974
2013m6,.9900695
2013m7,1.029247
2013m8,.9938011
2013m9,.8898807
2013m10,.8401604
2013m11,.7278948
2013m12,.5248392
2014m1,.2716567
2014m2,.3916281
2014m3,.6815775
2014m4,1.072479
2014m5,1.506263
2014m6,1.584988
2014m7,1.409161
2014m8,.930334
2014m9,.4480004
2014m10,.3416835
2014m11,.6695904
2014m12,1.091943
2015m1,1.385137
2015m2,1.56088
2015m3,1.590512
2015m4,1.642344
2015m5,1.649755
2015m6,1.436696
2015m7,1.145698
2015m8,.7944657
2015m9,.7638053
2015m10,1.144322
2015m11,1.574078
2015m12,1.755689
2016m1,1.797676
2016m2,1.772465
2016m3,1.737569
2016m4,1.736859
