date,swb_laugh
2008m1,.4179141
2008m2,.3725609
2008m3,.5419665
2008m4,.6804814
2008m5,.925508
2008m6,1.096673
2008m7,.9208183
2008m8,.7274414
2008m9,.3973731
2008m10,.1002186
2008m11,-.6714968
2008m12,-1.721669
2009m1,-2.352028
2009m2,-2.076665
2009m3,-1.627652
2009m4,-1.022047
2009m5,-.7003984
2009m6,-.7221164
2009m7,-1.145556
2009m8,-1.454538
2009m9,-1.480552
2009m10,-.9477628
2009m11,-.2677747
2009m12,.2319103
2010m1,.5349663
2010m2,.678486
2010m3,.5065178
2010m4,.7053428
2010m5,.9236273
2010m6,.7016451
2010m7,.3112389
2010m8,.0140032
2010m9,.1652194
2010m10,.8232975
2010m11,.8544849
2010m12,.5778076
2011m1,.564638
2011m2,.5826367
2011m3,.774861
2011m4,1.060285
2011m5,1.286966
2011m6,1.145877
2011m7,.7648094
2011m8,.3708872
2011m9,.232273
2011m10,.722545
2011m11,1.096008
2011m12,.9504051
2012m1,.5386895
2012m2,.5409364
2012m3,.7232206
2012m4,.8973221
2012m5,1.13314
2012m6,1.369954
2012m7,1.360221
2012m8,1.068614
2012m9,.8322996
2012m10,.6960585
2012m11,.4217232
2012m12,.1892031
2013m1,.0248467
2013m2,.2914605
2013m3,.7445939
2013m4,1.157765
2013m5,1.528292
2013m6,1.825231
2013m7,1.668372
2013m8,1.342286
2013m9,.8249745
2013m10,.5884109
2013m11,.6504225
2013m12,.6039979
2014m1,.3508099
2014m2,.4685212
2014m3,.822854
2014m4,1.228394
2014m5,1.399712
2014m6,1.313429
2014m7,.8618411
2014m8,.2420088
2014m9,-.1502656
2014m10,-.0160848
2014m11,.3700278
2014m12,.4284367
2015m1,.2450496
2015m2,.2081037
2015m3,.2331807
2015m4,.3859814
2015m5,.4786356
2015m6,.4095878
2015m7,.2458595
2015m8,.0142336
2015m9,-.1160819
2015m10,-.018594
2015m11,.0832301
2015m12,.2364474
2016m1,.0743516
2016m2,.0287371
2016m3,.3523542
2016m4,1.193263
