date,cat_healthy_habits
2011m1,.942332
2011m2,.2088689
2011m3,-.1981404
2011m4,-.2224124
2011m5,-.1011511
2011m6,.0875188
2011m7,-.047701
2011m8,-.4023564
2011m9,-.7665285
2011m10,-1.072338
2011m11,-1.184449
2011m12,-.9533733
2012m1,-.1694222
2012m2,.2940461
2012m3,.4989752
2012m4,.7183708
2012m5,.9926336
2012m6,1.218591
2012m7,1.095943
2012m8,.5175622
2012m9,-.0827103
2012m10,-.8217227
2012m11,-1.348051
2012m12,-.9883746
2013m1,.1719404
2013m2,.567455
2013m3,.3835206
2013m4,.2442879
2013m5,.1862245
2013m6,.3573308
2013m7,.6062748
2013m8,.4579094
2013m9,.1165642
2013m10,-.2884964
2013m11,-.6237372
2013m12,-.5082756
2014m1,.3000023
2014m2,.7864905
2014m3,.8280753
2014m4,.7150174
2014m5,.6636996
2014m6,.7241453
2014m7,.4770829
2014m8,-.1135654
2014m9,-.4967213
2014m10,-.866125
2014m11,-1.07131
2014m12,-.77418
2015m1,.0900739
2015m2,.4323266
2015m3,.6380539
2015m4,.7004363
2015m5,.5882538
2015m6,.517258
2015m7,.2955216
2015m8,-.2200619
2015m9,-.6025512
2015m10,-.9948008
2015m11,-1.257096
2015m12,-1.065758
2016m1,-.4016203
2016m2,-.0662666
2016m3,.0983238
2016m4,.1881877
