date,cat_family_stress
2008m1,-.710865
2008m2,-1.07718
2008m3,-1.285893
2008m4,-1.226211
2008m5,-.9007944
2008m6,-.123451
2008m7,.5355379
2008m8,.3913063
2008m9,-.3387249
2008m10,-.9845577
2008m11,-1.408105
2008m12,-1.322481
2009m1,-.9521111
2009m2,-.7835348
2009m3,-.7454204
2009m4,-.6133758
2009m5,-.3308173
2009m6,.2358951
2009m7,.5594387
2009m8,.6629478
2009m9,.7399855
2009m10,.989884
2009m11,1.057528
2009m12,1.160844
2010m1,1.129433
2010m2,1.232614
2010m3,1.458288
2010m4,1.839749
2010m5,2.412324
2010m6,2.590981
2010m7,2.548668
2010m8,2.31384
2010m9,1.359934
2010m10,.5109648
2010m11,.0411873
2010m12,-.1633942
2011m1,.1159121
2011m2,.2856631
2011m3,.3270147
2011m4,.2720426
2011m5,.3034492
2011m6,.5523351
2011m7,.9093304
2011m8,.9528536
2011m9,.6432108
2011m10,.1668936
2011m11,-.3797843
2011m12,-.5619587
2012m1,-.2420507
2012m2,.0602492
2012m3,.0221058
2012m4,-.1352725
2012m5,-.1729748
2012m6,.0472712
2012m7,.3963989
2012m8,.3606234
2012m9,-.023161
2012m10,-.4506307
2012m11,-.746594
2012m12,-.7263825
2013m1,-.293597
2013m2,-.0463933
2013m3,.1280247
2013m4,.2698769
2013m5,-.0295885
2013m6,-.1763556
2013m7,-.0205492
2013m8,.0354826
2013m9,-.3172651
2013m10,-.9486737
2013m11,-1.282389
2013m12,-1.227797
2014m1,-.8941965
2014m2,-.5908563
2014m3,-.557443
2014m4,-.5139652
2014m5,-.3930298
2014m6,-.1323318
2014m7,.0945551
2014m8,-.034389
2014m9,-.4173834
2014m10,-.7733718
2014m11,-1.027931
2014m12,-.9036398
2015m1,-.603697
2015m2,-.4394663
2015m3,-.2795824
2015m4,-.1316986
2015m5,-.0846048
2015m6,.074494
2015m7,.0907134
2015m8,.0341257
2015m9,-.1243552
2015m10,-.3205236
2015m11,-.4073548
2015m12,-.3344481
2016m1,.0256878
2016m2,.0535014
2016m3,-.0526671
2016m4,-.2278974
