date,cat_job_growth
2011m1,.9626799
2011m2,.5988199
2011m3,.4083098
2011m4,.237396
2011m5,-.0237507
2011m6,-.4215852
2011m7,-.4659916
2011m8,-.3436216
2011m9,-.1253885
2011m10,.0178044
2011m11,-.3122898
2011m12,-.6454721
2012m1,-.398043
2012m2,.3147551
2012m3,.8640848
2012m4,.5731127
2012m5,-.1871368
2012m6,-.8295768
2012m7,-1.060085
2012m8,-.7624354
2012m9,-.2586757
2012m10,-.3291815
2012m11,-.3596231
2012m12,-.5036027
2013m1,-.3501656
2013m2,.2247792
2013m3,.7195471
2013m4,1.076916
2013m5,.6014011
2013m6,-.0073119
2013m7,-.5987077
2013m8,-.9108195
2013m9,-.9049707
2013m10,-.5748358
2013m11,-.3875434
2013m12,-.4947614
2014m1,-.5465591
2014m2,-.2667455
2014m3,.1006092
2014m4,.0059613
2014m5,-.6249574
2014m6,-1.261241
2014m7,-1.410124
2014m8,-.9760968
2014m9,-.2041433
2014m10,.1941214
2014m11,.2265243
2014m12,.09842
2015m1,.3342305
2015m2,.7586854
2015m3,.9460459
2015m4,.692735
2015m5,-.0766658
2015m6,-.5627431
2015m7,-.4263866
2015m8,.2002086
2015m9,1.10084
2015m10,1.31841
2015m11,.9820391
2015m12,.7475973
2016m1,.7677256
2016m2,1.085177
2016m3,.9629068
2016m4,.4893936
