region,date,christianisme
Bourgogne,2013m1,-1.0855629
Bourgogne,2013m2,-.5465349
Bourgogne,2013m3,-.25409403
Bourgogne,2013m4,-.72007763
Bourgogne,2013m5,-.62473953
Bourgogne,2013m6,-1.9389181
Bourgogne,2013m7,-1.8210151
Bourgogne,2013m8,-1.0613736
Bourgogne,2013m9,-.86396694
Bourgogne,2013m10,-1.2677574
Bourgogne,2013m11,-.046762791
Bourgogne,2013m12,.12006123
Bourgogne,2014m1,-.80483824
Bourgogne,2014m2,-.64353377
Bourgogne,2014m3,-.59090519
Bourgogne,2014m4,.072148934
Bourgogne,2014m5,-1.0766536
Bourgogne,2014m6,-1.7454419
Bourgogne,2014m7,-.56147635
Bourgogne,2014m8,-.73179883
Bourgogne,2014m9,-.25394955
Bourgogne,2014m10,.83869958
Bourgogne,2014m11,.70593071
Bourgogne,2014m12,1.2004806
Bourgogne,2015m1,2.2823653
Bourgogne,2015m2,.9181329
Bourgogne,2015m3,1.1398277
Bourgogne,2015m4,1.1307076
Bourgogne,2015m5,.6404407
Bourgogne,2015m6,-.99827379
Bourgogne,2015m7,-.30579373
Bourgogne,2015m8,.40430823
Bourgogne,2015m9,-.16766861
Bourgogne,2015m10,.50720179
Bourgogne,2015m11,1.1098422
Bourgogne,2015m12,1.4227773
Bourgogne,2016m1,.2664783
Bourgogne,2016m2,-.24716061
Bourgogne,2016m3,-.34286329
Bourgogne,2016m4,.55005205
Bourgogne,2016m5,.94428074
Bourgogne,2016m6,-.60196805
Bourgogne,2016m7,.71798557
Bourgogne,2016m8,.75890076
Bourgogne,2016m9,.46130744
Bourgogne,2016m10,-.2452435
Bourgogne,2016m11,.65921926
Bourgogne,2016m12,.17832403
Bourgogne,2017m1,.58203465
Bourgogne,2017m2,.89993989
Bourgogne,2017m3,1.4006569
