date,cat_spirituality
2008m1,1.085334
2008m2,1.21627
2008m3,1.034836
2008m4,.6218671
2008m5,-.0670181
2008m6,-.5765018
2008m7,-.5481368
2008m8,.0099908
2008m9,.7403535
2008m10,1.215598
2008m11,1.19033
2008m12,.7905711
2009m1,.7011582
2009m2,.7848876
2009m3,.9103774
2009m4,.774891
2009m5,.1397783
2009m6,-.2857192
2009m7,-.2956244
2009m8,.2914335
2009m9,1.220574
2009m10,1.861988
2009m11,1.857233
2009m12,1.533681
2010m1,1.49591
2010m2,1.74349
2010m3,1.81219
2010m4,1.353402
2010m5,.5088217
2010m6,-.1111153
2010m7,-.0465054
2010m8,.5248139
2010m9,1.130268
2010m10,1.243815
2010m11,.9816472
2010m12,.4913525
2011m1,.147086
2011m2,.124608
2011m3,.0729
2011m4,-.0762385
2011m5,-.515907
2011m6,-.8953735
2011m7,-.8872249
2011m8,-.4766994
2011m9,.0827167
2011m10,.2798344
2011m11,.1173352
2011m12,-.1020646
2012m1,-.1211039
2012m2,-.123609
2012m3,-.3119707
2012m4,-.5748953
2012m5,-.960588
2012m6,-1.223983
2012m7,-1.069792
2012m8,-.5614718
2012m9,-.068149
2012m10,-.0182732
2012m11,-.4203653
2012m12,-.850298
2013m1,-.8880459
2013m2,-.6112494
2013m3,-.3770036
2013m4,-.5019325
2013m5,-.9902465
2013m6,-1.323829
2013m7,-1.22365
2013m8,-.801466
2013m9,-.2979318
2013m10,-.092692
2013m11,-.1994742
2013m12,-.4222222
2014m1,-.4282797
2014m2,-.1934766
2014m3,-.036006
2014m4,-.2649629
2014m5,-.9177564
2014m6,-1.406518
2014m7,-1.379673
2014m8,-.8332369
2014m9,-.2234965
2014m10,-.0865166
2014m11,-.2741283
2014m12,-.4055215
2015m1,-.2691628
2015m2,-.0276832
2015m3,.0553885
2015m4,-.2697159
2015m5,-.9535136
2015m6,-1.453045
2015m7,-1.324637
2015m8,-.5933878
2015m9,.1294728
2015m10,.2350228
2015m11,-.0663916
2015m12,-.4050876
2016m1,-.3369531
2016m2,.0348796
2016m3,.2722257
2016m4,.2491892
