date,cat_personal_security
2011m1,.4306552
2011m2,.2980674
2011m3,.287001
2011m4,.1494849
2011m5,-.1590636
2011m6,-.6522537
2011m7,-.7733259
2011m8,-.6098168
2011m9,-.4180665
2011m10,-.323746
2011m11,-.3814651
2011m12,-.7351555
2012m1,-1.031276
2012m2,-1.106895
2012m3,-1.042705
2012m4,-1.037171
2012m5,-.9457792
2012m6,-.7001358
2012m7,-.3465348
2012m8,-.4272755
2012m9,-.4508886
2012m10,-.0735564
2012m11,.8054272
2012m12,1.94614
2013m1,2.377416
2013m2,1.981115
2013m3,1.446593
2013m4,.9240636
2013m5,.2104514
2013m6,-.3468686
2013m7,-.5870869
2013m8,-.7003237
2013m9,-.6714965
2013m10,-.6162263
2013m11,-.638718
2013m12,-.6193497
2014m1,-.4805427
2014m2,-.4268683
2014m3,-.3198345
2014m4,-.286018
2014m5,-.3362559
2014m6,-.3557034
2014m7,-.298123
2014m8,-.1552599
2014m9,-.0678185
2014m10,-.0539541
2014m11,-.0588644
2014m12,.0014991
2015m1,.0265009
2015m2,.0073816
2015m3,.0391113
2015m4,-.0084988
2015m5,-.0934864
2015m6,-.0971522
2015m7,-.1998512
2015m8,-.129234
2015m9,.3699255
2015m10,1.344109
2015m11,2.250206
2015m12,2.041244
2016m1,1.245148
2016m2,.5867382
2016m3,.1921585
2016m4,-.1977923
