date,swb_learn
2011m1,.1591182
2011m2,.0994218
2011m3,.0119843
2011m4,-.0634612
2011m5,-.0199463
2011m6,.1985206
2011m7,.3356179
2011m8,.292286
2011m9,.3873521
2011m10,.2984111
2011m11,-.0771832
2011m12,-.2360403
2012m1,-.0568838
2012m2,.1830967
2012m3,.0795164
2012m4,.1050565
2012m5,.3378973
2012m6,.4208263
2012m7,.1926293
2012m8,-.0773615
2012m9,-.0498033
2012m10,.0893374
2012m11,-.0345472
2012m12,-.4484297
2013m1,-.5456304
2013m2,-.5701487
2013m3,-.5669344
2013m4,-.478094
2013m5,-.5867133
2013m6,-.6700397
2013m7,-.6747331
2013m8,-.7072634
2013m9,-.7963068
2013m10,-1.144988
2013m11,-1.473138
2013m12,-1.444826
2014m1,-1.279956
2014m2,-1.235089
2014m3,-1.198086
2014m4,-1.122381
2014m5,-1.130165
2014m6,-1.20753
2014m7,-1.489058
2014m8,-1.750848
2014m9,-1.938152
2014m10,-2.179905
2014m11,-2.422231
2014m12,-2.418931
2015m1,-2.275957
2015m2,-2.073268
2015m3,-1.676803
2015m4,-1.267232
2015m5,-1.127975
2015m6,-1.306131
2015m7,-1.603986
2015m8,-1.909491
2015m9,-1.897662
2015m10,-1.937276
2015m11,-2.159727
2015m12,-2.423999
2016m1,-2.334241
2016m2,-2.040293
2016m3,-1.834122
2016m4,-1.744346
