date,cat_health_worries
2008m1,-.006327
2008m2,-.0751046
2008m3,.0111795
2008m4,-.0043559
2008m5,-.1256669
2008m6,-.2755952
2008m7,-.33546
2008m8,-.1878334
2008m9,.1149594
2008m10,.5333015
2008m11,.8895274
2008m12,.7970867
2009m1,.6177462
2009m2,.4659086
2009m3,.3859174
2009m4,.4139373
2009m5,.587998
2009m6,.7629715
2009m7,.6577823
2009m8,.6877241
2009m9,.7522476
2009m10,.9352863
2009m11,1.146737
2009m12,1.136233
2010m1,1.449195
2010m2,1.827407
2010m3,1.938493
2010m4,1.886541
2010m5,1.750618
2010m6,1.696098
2010m7,1.354429
2010m8,1.180248
2010m9,1.280067
2010m10,1.265514
2010m11,1.349697
2010m12,1.349319
2011m1,1.026809
2011m2,.7976637
2011m3,.6703548
2011m4,.632803
2011m5,.5699265
2011m6,.5271153
2011m7,.4904127
2011m8,.4397189
2011m9,.4966342
2011m10,.4722629
2011m11,.3120207
2011m12,.2496741
2012m1,.4019773
2012m2,.5118641
2012m3,.3841512
2012m4,.3277788
2012m5,.3211233
2012m6,.3189142
2012m7,.1844141
2012m8,-.0206951
2012m9,-.0687297
2012m10,-.0324122
2012m11,-.1388112
2012m12,-.3832403
2013m1,-.4832251
2013m2,-.3473777
2013m3,-.2297159
2013m4,-.1189455
2013m5,-.0144145
2013m6,-.0964847
2013m7,-.3872872
2013m8,-.6797773
2013m9,-.7983538
2013m10,-.8039705
2013m11,-.7983195
2013m12,-.9206634
2014m1,-.9721527
2014m2,-.9718044
2014m3,-.9058816
2014m4,-.7821695
2014m5,-.7108252
2014m6,-.6406919
2014m7,-.7111939
2014m8,-.8691013
2014m9,-.9573001
2014m10,-.8841164
2014m11,-.8672069
2014m12,-.9267375
2015m1,-.9052855
2015m2,-.853028
2015m3,-.8347449
2015m4,-.8773221
2015m5,-.900026
2015m6,-.8984854
2015m7,-.8356882
2015m8,-.8058648
2015m9,-.9398499
2015m10,-1.182977
2015m11,-1.606841
2015m12,-1.979316
2016m1,-2.169868
2016m2,-2.20938
2016m3,-2.048357
2016m4,-1.780806
