region,date,politics_security
Midi-Pyrenees,2013m1,-.4370167106389999
Midi-Pyrenees,2013m2,-.269964436814189
Midi-Pyrenees,2013m3,.0610276952385902
Midi-Pyrenees,2013m4,-.3551956385374069
Midi-Pyrenees,2013m5,-.3156302973628044
Midi-Pyrenees,2013m6,-.7236853800714016
Midi-Pyrenees,2013m7,-.9553044676780701
Midi-Pyrenees,2013m8,-.5082545470446348
Midi-Pyrenees,2013m9,-.4235466808080673
Midi-Pyrenees,2013m10,.1614370718598366
Midi-Pyrenees,2013m11,.4014715781435371
Midi-Pyrenees,2013m12,-.2956901356577873
Midi-Pyrenees,2014m1,.3742670476436615
Midi-Pyrenees,2014m2,.2093831546604633
Midi-Pyrenees,2014m3,.563633407279849
Midi-Pyrenees,2014m4,.3097234971472062
Midi-Pyrenees,2014m5,.3541852936148643
Midi-Pyrenees,2014m6,-.6428768344223499
Midi-Pyrenees,2014m7,-.5367245197296142
Midi-Pyrenees,2014m8,-.5181674312800169
Midi-Pyrenees,2014m9,-.1896716056391597
Midi-Pyrenees,2014m10,-.1240883357822895
Midi-Pyrenees,2014m11,.5010360360145569
Midi-Pyrenees,2014m12,.2332929328083992
Midi-Pyrenees,2015m1,.5255743756890296
Midi-Pyrenees,2015m2,.3389367863535881
Midi-Pyrenees,2015m3,1.277395334839821
Midi-Pyrenees,2015m4,.2044621076434851
Midi-Pyrenees,2015m5,.1436747550964355
Midi-Pyrenees,2015m6,-.5542131280526519
Midi-Pyrenees,2015m7,-.6380487754940987
Midi-Pyrenees,2015m8,-.8518370091915131
Midi-Pyrenees,2015m9,.2586495451629162
Midi-Pyrenees,2015m10,.2361506789922714
Midi-Pyrenees,2015m11,1.615238162875176
Midi-Pyrenees,2015m12,1.340974688529968
Midi-Pyrenees,2016m1,.1560555920004845
Midi-Pyrenees,2016m2,-.2688992202281952
Midi-Pyrenees,2016m3,.3402275085449219
Midi-Pyrenees,2016m4,.5818849079310894
Midi-Pyrenees,2016m5,.3554840091615915
Midi-Pyrenees,2016m6,
