region,date,christianisme
PACA,2013m1,-.30316955
PACA,2013m2,-.23800424
PACA,2013m3,.77245688
PACA,2013m4,-.71498746
PACA,2013m5,-.38148245
PACA,2013m6,-.88006443
PACA,2013m7,-.92078799
PACA,2013m8,-.84987783
PACA,2013m9,-.93292856
PACA,2013m10,-.48639923
PACA,2013m11,-.37519753
PACA,2013m12,.44091144
PACA,2014m1,-.35988688
PACA,2014m2,-.41709349
PACA,2014m3,.11662406
PACA,2014m4,.54742074
PACA,2014m5,.045784265
PACA,2014m6,-.66107953
PACA,2014m7,-.78902632
PACA,2014m8,-.38804838
PACA,2014m9,-.28430143
PACA,2014m10,-.29811463
PACA,2014m11,-.34607327
PACA,2014m12,.86126429
PACA,2015m1,.75802207
PACA,2015m2,.15272319
PACA,2015m3,.41332316
PACA,2015m4,.43277413
PACA,2015m5,.28191036
PACA,2015m6,.012093954
PACA,2015m7,-.57607621
PACA,2015m8,-.15984355
PACA,2015m9,.11440444
PACA,2015m10,-.059515938
PACA,2015m11,.40610349
PACA,2015m12,1.4216071
PACA,2016m1,.63677579
PACA,2016m2,.43235111
PACA,2016m3,.6498729
PACA,2016m4,.3952255
PACA,2016m5,.38803193
PACA,2016m6,-.4213585
PACA,2016m7,-.15761994
PACA,2016m8,-.23255062
PACA,2016m9,.18688071
PACA,2016m10,-.040439557
PACA,2016m11,.48646039
PACA,2016m12,.6652143
PACA,2017m1,.13752629
PACA,2017m2,.13749565
PACA,2017m3,.59597063
