healthy_habits_f
2.045995
1.304929
-1.608689
-1.923613
1.096344
.9973187
1.075022
-.6980547
-.7162457
-1.515991
-1.690788
.5137535
1.502694
-.2172516
1.450571
-.9638978
.1786001
.616969
1.463561
-.3130158
-.2876316
-1.95879
-.4929471
-1.09391
.4649357
.7011389
.613309
-.257554
.3783259
1.065033
-.6095071
-.6931815
.248417
-.6143343
-1.11478
-.2050576
1.843725
.3268672
1.099366
.4720317
-1.14596
1.951954
.3092462
.610078
-.6410101
-.9365074
-.3628727
-.6163689
.3255706
.7704481
.1756634
-.9493185
-.2160375
-.9312064
-.3899576
.3170492
-.7544345
