date,cat_spirituality
2011m1,-.1776096
2011m2,.4195266
2011m3,.9671683
2011m4,1.138983
2011m5,.3173109
2011m6,-.4763746
2011m7,-.9051015
2011m8,-.5039882
2011m9,.4903915
2011m10,1.221667
2011m11,1.243025
2011m12,.7601379
2012m1,.4596875
2012m2,.3930353
2012m3,.5367223
2012m4,.4573908
2012m5,-.050289
2012m6,-.4278231
2012m7,-.4468976
2012m8,-.207763
2012m9,.1063414
2012m10,.2074761
2012m11,.1157689
2012m12,-.0409309
2013m1,-.0307447
2013m2,.0612433
2013m3,.016843
2013m4,-.0746083
2013m5,-.7205898
2013m6,-1.186508
2013m7,-1.410401
2013m8,-.9871315
2013m9,-.0083528
2013m10,.6572645
2013m11,.6268997
2013m12,.275382
2014m1,-.009347
2014m2,-.0438397
2014m3,-.0642562
2014m4,-.215497
2014m5,-.838644
2014m6,-1.4468
2014m7,-1.487273
2014m8,-1.038912
2014m9,-.0463511
2014m10,.2804046
2014m11,.1227418
2014m12,-.0755202
2015m1,-.0569809
2015m2,.1298669
2015m3,.4040638
2015m4,.3622869
2015m5,-.2467023
2015m6,-.7032363
2015m7,-.9078453
2015m8,-.6573896
2015m9,.1687358
2015m10,.7895043
2015m11,.986154
2015m12,.7867143
2016m1,.5417676
2016m2,.260087
2016m3,.1275754
2016m4,.0615404
