date,cat_family
2008m1,-1.585186
2008m2,-1.646459
2008m3,-1.738132
2008m4,-1.832572
2008m5,-1.956692
2008m6,-2.017063
2008m7,-1.797621
2008m8,-1.265027
2008m9,-.7566534
2008m10,-.6641075
2008m11,-.7771441
2008m12,-1.028028
2009m1,-1.211556
2009m2,-1.252024
2009m3,-1.324334
2009m4,-1.410015
2009m5,-1.335638
2009m6,-1.217784
2009m7,-1.026009
2009m8,-.5279995
2009m9,.2659037
2009m10,1.167746
2009m11,1.482227
2009m12,1.423897
2010m1,1.251282
2010m2,1.167727
2010m3,1.191203
2010m4,1.062702
2010m5,.9706252
2010m6,.8994094
2010m7,.8596139
2010m8,1.063691
2010m9,1.332467
2010m10,1.550368
2010m11,1.408286
2010m12,.9959618
2011m1,.5741891
2011m2,.3199284
2011m3,.1084031
2011m4,.024863
2011m5,-.0279299
2011m6,.0195872
2011m7,.2392813
2011m8,.772256
2011m9,1.455394
2011m10,1.900108
2011m11,1.696938
2011m12,1.234676
2012m1,.8570484
2012m2,.5438747
2012m3,.2563552
2012m4,-.0000837
2012m5,-.2040866
2012m6,-.2842191
2012m7,-.090769
2012m8,.4319271
2012m9,1.030056
2012m10,1.288568
2012m11,.9938723
2012m12,.652429
2013m1,.4489202
2013m2,.3830206
2013m3,.3000702
2013m4,.0705112
2013m5,-.240198
2013m6,-.5205182
2013m7,-.7091274
2013m8,-.5226225
2013m9,-.0420504
2013m10,.4208426
2013m11,.4998762
2013m12,.3470553
2014m1,.0285144
2014m2,-.1947642
2014m3,-.2829225
2014m4,-.4084468
2014m5,-.6071856
2014m6,-.7301003
2014m7,-.56337
2014m8,-.1224143
2014m9,.2771068
2014m10,.3980164
2014m11,.1543782
2014m12,-.1380271
2015m1,-.2813057
2015m2,-.3038888
2015m3,-.4024023
2015m4,-.6291586
2015m5,-.8207455
2015m6,-.8074147
2015m7,-.4968377
2015m8,-.0176285
2015m9,.3039653
2015m10,.3855905
2015m11,.2496281
2015m12,.0133395
2016m1,-.2279022
2016m2,-.372856
2016m3,-.3396541
2016m4,-.0150271
