date,swb_worry
2008m1,.511305
2008m2,.4144492
2008m3,.4534927
2008m4,.3966133
2008m5,.3419663
2008m6,.3483783
2008m7,.552983
2008m8,.9462032
2008m9,1.52679
2008m10,2.133807
2008m11,2.520463
2008m12,2.645138
2009m1,2.828264
2009m2,2.801221
2009m3,2.450335
2009m4,1.973007
2009m5,1.604484
2009m6,1.734876
2009m7,1.963701
2009m8,2.071388
2009m9,2.405799
2009m10,3.118464
2009m11,3.375288
2009m12,3.306632
2010m1,3.122902
2010m2,2.727985
2010m3,2.346864
2010m4,2.060801
2010m5,2.002784
2010m6,2.286067
2010m7,2.8332
2010m8,3.063385
2010m9,2.994675
2010m10,2.870244
2010m11,2.573395
2010m12,2.280506
2011m1,1.925976
2011m2,1.71969
2011m3,1.503201
2011m4,1.415379
2011m5,1.371532
2011m6,1.466606
2011m7,1.736601
2011m8,1.997968
2011m9,2.223949
2011m10,2.320227
2011m11,2.178034
2011m12,1.887438
2012m1,1.565277
2012m2,1.267187
2012m3,1.021779
2012m4,.9628479
2012m5,.8959534
2012m6,.888038
2012m7,1.106239
2012m8,1.508209
2012m9,1.922552
2012m10,2.251347
2012m11,2.232872
2012m12,1.823534
2013m1,1.324094
2013m2,.9129286
2013m3,.7100922
2013m4,.7061229
2013m5,.6510217
2013m6,.5665314
2013m7,.5515269
2013m8,.6944991
2013m9,.9195168
2013m10,1.075033
2013m11,1.043487
2013m12,.9831856
2014m1,.7881554
2014m2,.5610168
2014m3,.3852327
2014m4,.2594092
2014m5,.195518
2014m6,.2784383
2014m7,.48351
2014m8,.6799424
2014m9,.7448254
2014m10,.6703059
2014m11,.532638
2014m12,.4426482
2015m1,.290261
2015m2,.2169578
2015m3,.251961
2015m4,.1979998
2015m5,.1176512
2015m6,.1539694
2015m7,.3279582
2015m8,.5177796
2015m9,.5705236
2015m10,.6137834
2015m11,.5407882
2015m12,.3707892
2016m1,.1709329
2016m2,.1596155
2016m3,.2089198
2016m4,.3756238
