region,date,economic
Midi-Pyrenees,2013m1,-.2403309981205634
Midi-Pyrenees,2013m2,.4806227032095194
Midi-Pyrenees,2013m3,-.0600797296501696
Midi-Pyrenees,2013m4,-.2690846225512879
Midi-Pyrenees,2013m5,-.4211100615960147
Midi-Pyrenees,2013m6,-.3686141999704497
Midi-Pyrenees,2013m7,-.4396752417087555
Midi-Pyrenees,2013m8,-1.292783705251557
Midi-Pyrenees,2013m9,.2631255691604955
Midi-Pyrenees,2013m10,.3069822793560369
Midi-Pyrenees,2013m11,-.1561414512938687
Midi-Pyrenees,2013m12,-1.052602794553552
Midi-Pyrenees,2014m1,.7585333447371211
Midi-Pyrenees,2014m2,.5822920857795647
Midi-Pyrenees,2014m3,.2452262246182987
Midi-Pyrenees,2014m4,-.1164475733946477
Midi-Pyrenees,2014m5,.0065535216459206
Midi-Pyrenees,2014m6,.4391923053190112
Midi-Pyrenees,2014m7,.2669581283948251
Midi-Pyrenees,2014m8,-.2383666727691889
Midi-Pyrenees,2014m9,1.370135425323886
Midi-Pyrenees,2014m10,.977253186915602
Midi-Pyrenees,2014m11,.6602706781455449
Midi-Pyrenees,2014m12,-.4682524087173598
Midi-Pyrenees,2015m1,.8054725219096456
Midi-Pyrenees,2015m2,1.242315424340112
Midi-Pyrenees,2015m3,1.636895218065807
Midi-Pyrenees,2015m4,.4747279787303081
Midi-Pyrenees,2015m5,.1688328044755118
Midi-Pyrenees,2015m6,.9194784611463547
Midi-Pyrenees,2015m7,.1740954511665872
Midi-Pyrenees,2015m8,-.2993374575993845
Midi-Pyrenees,2015m9,1.309686145612172
Midi-Pyrenees,2015m10,.9675441128867013
Midi-Pyrenees,2015m11,.6329044454864093
Midi-Pyrenees,2015m12,-.4206679322357689
Midi-Pyrenees,2016m1,.8704771101474762
Midi-Pyrenees,2016m2,.7635382228264851
Midi-Pyrenees,2016m3,.3281662897872074
Midi-Pyrenees,2016m4,.4236838274768421
Midi-Pyrenees,2016m5,.096385301223823
Midi-Pyrenees,2016m6,
