date,cat_housing
2011m1,1.0358
2011m2,.6107666
2011m3,.2172417
2011m4,.0027164
2011m5,.0678519
2011m6,.3618703
2011m7,.8722496
2011m8,1.546819
2011m9,1.683786
2011m10,1.654682
2011m11,1.367116
2011m12,1.295028
2012m1,1.57471
2012m2,1.590793
2012m3,1.255519
2012m4,.9649101
2012m5,.9067625
2012m6,1.082554
2012m7,1.113282
2012m8,.8352204
2012m9,.472878
2012m10,.1628099
2012m11,-.1805739
2012m12,-.3359396
2013m1,-.093688
2013m2,.0774294
2013m3,.1933716
2013m4,.3324553
2013m5,.5759569
2013m6,.6712837
2013m7,.3408495
2013m8,-.2264496
2013m9,-.7349529
2013m10,-1.07547
2013m11,-1.270261
2013m12,-1.218785
2014m1,-.9214748
2014m2,-.7581378
2014m3,-.7064772
2014m4,-.7110998
2014m5,-.757875
2014m6,-.8232087
2014m7,-.9803531
2014m8,-1.213224
2014m9,-1.420269
2014m10,-1.49425
2014m11,-1.493768
2014m12,-1.210154
2015m1,-.6634079
2015m2,-.4729892
2015m3,-.4528075
2015m4,-.4705406
2015m5,-.3741613
2015m6,-.1490846
2015m7,.0086913
2015m8,-.0973777
2015m9,-.4574555
2015m10,-.8225591
2015m11,-1.01445
2015m12,-.861299
2016m1,-.4041794
2016m2,-.0314748
2016m3,.2836207
2016m4,.7391744
