date,swb_happiness
2008m1,-1.231974
2008m2,-.7985364
2008m3,-.3109113
2008m4,.0681256
2008m5,.4903322
2008m6,.747924
2008m7,.5118641
2008m8,.1243439
2008m9,-.3282704
2008m10,-.7287083
2008m11,-1.187617
2008m12,-1.319502
2009m1,-1.716195
2009m2,-1.925401
2009m3,-1.612829
2009m4,-.7302802
2009m5,.0082684
2009m6,.1238472
2009m7,-.1445741
2009m8,-1.017061
2009m9,-1.978071
2009m10,-2.688383
2009m11,-2.75089
2009m12,-2.030744
2010m1,-1.741602
2010m2,-1.692065
2010m3,-1.715248
2010m4,-1.822793
2010m5,-1.799371
2010m6,-1.516598
2010m7,-1.527469
2010m8,-1.726346
2010m9,-1.862046
2010m10,-1.671526
2010m11,-1.128272
2010m12,-1.026053
2011m1,-1.531557
2011m2,-1.944219
2011m3,-1.725829
2011m4,-1.412358
2011m5,-1.122171
2011m6,-1.192464
2011m7,-1.51466
2011m8,-1.903814
2011m9,-2.101145
2011m10,-2.267748
2011m11,-2.245589
2011m12,-1.90149
2012m1,-1.524298
2012m2,-1.163823
2012m3,-.7571744
2012m4,-.5353485
2012m5,-.4184462
2012m6,-.4927128
2012m7,-1.052728
2012m8,-1.476697
2012m9,-1.650869
2012m10,-1.834519
2012m11,-1.882783
2012m12,-1.800796
2013m1,-1.708673
2013m2,-1.605681
2013m3,-1.525573
2013m4,-1.504606
2013m5,-.918718
2013m6,-.3470719
2013m7,-.3714114
2013m8,-.9065166
2013m9,-1.326773
2013m10,-1.509474
2013m11,-1.466853
2013m12,-1.429964
2014m1,-1.7685
2014m2,-1.707519
2014m3,-1.388732
2014m4,-.99519
2014m5,-.6858828
2014m6,-.5971265
2014m7,-.9422283
2014m8,-1.269639
2014m9,-1.380769
2014m10,-1.188337
2014m11,-.9915391
2014m12,-1.26506
2015m1,-1.732449
2015m2,-1.680039
2015m3,-1.633862
2015m4,-1.333715
2015m5,-1.080518
2015m6,-.9495133
2015m7,-1.217032
2015m8,-1.585091
2015m9,-1.871465
2015m10,-1.711882
2015m11,-1.254144
2015m12,-1.09453
2016m1,-1.377972
2016m2,-1.022162
2016m3,-.1690842
2016m4,1.201337
