job_search_f
.7791533
.0891207
-.0260391
-.1587973
-.440845
3.588356
1.45347
1.973974
.2275706
1.847689
.6493877
1.043313
.014057
-.3218245
-.0232791
-.4675595
-.1642827
.2767435
1.502463
-.3473963
-.2914838
1.211371
1.643407
.502085
-.1794496
-.9193909
-1.108209
-1.403831
-.2335522
.6185905
-.2329414
.5791263
-.120984
-.2990891
-1.019739
-.0888918
.8433312
-.0048504
-1.069564
-.8536941
-.5348813
.1546779
.5256562
.4770533
.1387534
-1.396151
-1.194365
-.9150648
-.6805542
-.1790603
-1.798983
-2.183577
-.8284424
.6404499
-.1282653
-.4892498
-.6755118
