date,cat_family
2008m1,-1.493881
2008m2,-1.596086
2008m3,-1.640048
2008m4,-1.648098
2008m5,-1.683101
2008m6,-1.739073
2008m7,-1.707183
2008m8,-1.474951
2008m9,-1.14681
2008m10,-1.001851
2008m11,-1.079618
2008m12,-1.144401
2009m1,-1.17973
2009m2,-1.183403
2009m3,-1.206105
2009m4,-1.272735
2009m5,-1.319301
2009m6,-1.356198
2009m7,-1.301346
2009m8,-1.061606
2009m9,-.7434422
2009m10,-.6069676
2009m11,-.6836631
2009m12,-.7826341
2010m1,-.8001062
2010m2,-.7667466
2010m3,-.7302802
2010m4,-.7457927
2010m5,-.9348292
2010m6,-1.244921
2010m7,-1.505005
2010m8,-1.472725
2010m9,-1.223451
2010m10,-1.031851
2010m11,-.9142503
2010m12,-.6534586
2011m1,-.1365318
2011m2,.1952917
2011m3,.3400211
2011m4,.3415674
2011m5,.2538522
2011m6,.154571
2011m7,.2155044
2011m8,.5678741
2011m9,.9640015
2011m10,1.176636
2011m11,1.037679
2011m12,.8585689
2012m1,.7758632
2012m2,.7458688
2012m3,.7263012
2012m4,.6341839
2012m5,.5801063
2012m6,.5513856
2012m7,.6719146
2012m8,1.069767
2012m9,1.439134
2012m10,1.484668
2012m11,1.224094
2012m12,1.039264
2013m1,.9569023
2013m2,.9294042
2013m3,.905275
2013m4,.7755824
2013m5,.5868685
2013m6,.423953
2013m7,.5191971
2013m8,.9789842
2013m9,1.479895
2013m10,1.664229
2013m11,1.376865
2013m12,.9692984
2014m1,.682502
2014m2,.5368869
2014m3,.4492036
2014m4,.3191524
2014m5,.1657707
2014m6,.0452303
2014m7,.1040798
2014m8,.4519282
2014m9,.8114877
2014m10,.9205541
2014m11,.7918833
2014m12,.6137896
2015m1,.5360603
2015m2,.503548
2015m3,.4733073
2015m4,.337553
2015m5,.1483275
2015m6,-.0003976
2015m7,.0622521
2015m8,.4225815
2015m9,.776568
2015m10,.8641536
2015m11,.7233827
2015m12,.6025659
2016m1,.5841194
2016m2,.5451124
2016m3,.542559
2016m4,.5834502
