region,date,recherche_emploi
PACA,2013m1,.71005601
PACA,2013m2,.43006575
PACA,2013m3,.77650768
PACA,2013m4,.25203186
PACA,2013m5,-.070035063
PACA,2013m6,-.24081606
PACA,2013m7,-2.3508747
PACA,2013m8,-2.8159854
PACA,2013m9,-1.0684503
PACA,2013m10,-1.1445134
PACA,2013m11,-1.0368038
PACA,2013m12,-1.2409787
PACA,2014m1,-.53766561
PACA,2014m2,.060111884
PACA,2014m3,.49858433
PACA,2014m4,.040506158
PACA,2014m5,.13004915
PACA,2014m6,.036812276
PACA,2014m7,-.52231801
PACA,2014m8,-.8672021
PACA,2014m9,1.1653624
PACA,2014m10,.81420696
PACA,2014m11,.51450437
PACA,2014m12,-.92837679
PACA,2015m1,1.1195316
PACA,2015m2,1.0177145
PACA,2015m3,1.1874651
PACA,2015m4,.72805727
PACA,2015m5,.1498757
PACA,2015m6,.29361519
PACA,2015m7,-1.0171784
PACA,2015m8,-1.0181744
PACA,2015m9,.75530452
PACA,2015m10,.59742844
PACA,2015m11,.28966391
PACA,2015m12,-.71525502
PACA,2016m1,1.039748
PACA,2016m2,.90054971
PACA,2016m3,1.1562303
PACA,2016m4,.26741481
PACA,2016m5,.16032463
PACA,2016m6,-.056741346
PACA,2016m7,-1.4379138
PACA,2016m8,-1.1840843
PACA,2016m9,1.0664008
PACA,2016m10,.32865059
PACA,2016m11,.34572941
PACA,2016m12,-.55437708
PACA,2017m1,.66339606
PACA,2017m2,.90545827
PACA,2017m3,1.2818042
