region,date,valeurs_république
Languedoc-Roussillon,2013m1,-.16959761
Languedoc-Roussillon,2013m2,-.46897894
Languedoc-Roussillon,2013m3,-.17630126
Languedoc-Roussillon,2013m4,-.66436183
Languedoc-Roussillon,2013m5,-.69940329
Languedoc-Roussillon,2013m6,-.3496365
Languedoc-Roussillon,2013m7,-.71753681
Languedoc-Roussillon,2013m8,-.93310785
Languedoc-Roussillon,2013m9,.4469659
Languedoc-Roussillon,2013m10,-.19887963
Languedoc-Roussillon,2013m11,-.063577838
Languedoc-Roussillon,2013m12,-.32223281
Languedoc-Roussillon,2014m1,.068687312
Languedoc-Roussillon,2014m2,-.18100896
Languedoc-Roussillon,2014m3,.094259478
Languedoc-Roussillon,2014m4,-.44006282
Languedoc-Roussillon,2014m5,-.22178082
Languedoc-Roussillon,2014m6,-.23302394
Languedoc-Roussillon,2014m7,-.89215422
Languedoc-Roussillon,2014m8,-.57397133
Languedoc-Roussillon,2014m9,-.10205483
Languedoc-Roussillon,2014m10,.013118468
Languedoc-Roussillon,2014m11,-.068103477
Languedoc-Roussillon,2014m12,-.48041397
Languedoc-Roussillon,2015m1,.80261838
Languedoc-Roussillon,2015m2,.040101659
Languedoc-Roussillon,2015m3,-.081710376
Languedoc-Roussillon,2015m4,-.02457992
Languedoc-Roussillon,2015m5,-.057225913
Languedoc-Roussillon,2015m6,-.098665647
Languedoc-Roussillon,2015m7,-.95307302
Languedoc-Roussillon,2015m8,-.65308106
Languedoc-Roussillon,2015m9,.52794951
Languedoc-Roussillon,2015m10,.64473724
Languedoc-Roussillon,2015m11,1.8160698
Languedoc-Roussillon,2015m12,.64392877
Languedoc-Roussillon,2016m1,1.2721452
Languedoc-Roussillon,2016m2,.50304973
Languedoc-Roussillon,2016m3,.20889093
Languedoc-Roussillon,2016m4,-.034631267
Languedoc-Roussillon,2016m5,.03512251
Languedoc-Roussillon,2016m6,.10184853
Languedoc-Roussillon,2016m7,-.68615168
Languedoc-Roussillon,2016m8,-.86257011
Languedoc-Roussillon,2016m9,.21907753
Languedoc-Roussillon,2016m10,.56750947
Languedoc-Roussillon,2016m11,.72955489
Languedoc-Roussillon,2016m12,.40896049
Languedoc-Roussillon,2017m1,.73551303
Languedoc-Roussillon,2017m2,.82365161
Languedoc-Roussillon,2017m3,.44036269
