date,swb_job_satisfaction
2008m1,-.4157678
2008m2,-.2153687
2008m3,-.1236183
2008m4,-.1797707
2008m5,-.5149756
2008m6,-.7926707
2008m7,-.7857307
2008m8,-.6208602
2008m9,-.1349092
2008m10,.7299073
2008m11,1.541692
2008m12,1.89967
2009m1,2.151627
2009m2,2.115037
2009m3,1.714826
2009m4,1.146671
2009m5,.5174584
2009m6,.3838354
2009m7,.4017757
2009m8,.5272736
2009m9,.7916501
2009m10,1.080636
2009m11,1.06679
2009m12,.9675701
2010m1,1.065043
2010m2,1.251946
2010m3,1.126058
2010m4,.9144265
2010m5,.6283342
2010m6,.5160023
2010m7,.4545438
2010m8,.4411754
2010m9,.4922875
2010m10,.4858477
2010m11,.4640519
2010m12,.2095716
2011m1,-.0583688
2011m2,-.2683952
2011m3,-.3790226
2011m4,-.3247919
2011m5,-.4217454
2011m6,-.5868937
2011m7,-.5822993
2011m8,-.4738091
2011m9,-.2408171
2011m10,-.0723079
2011m11,-.1014663
2011m12,-.256419
2012m1,-.3414664
2012m2,-.4514504
2012m3,-.5900552
2012m4,-.7469198
2012m5,-.9419502
2012m6,-.9689461
2012m7,-.8267734
2012m8,-.6943939
2012m9,-.3831614
2012m10,-.1374464
2012m11,-.1982461
2012m12,-.4071495
2013m1,-.6045586
2013m2,-.8402565
2013m3,-1.00406
2013m4,-1.002921
2013m5,-1.091765
2013m6,-1.195117
2013m7,-1.284463
2013m8,-1.26392
2013m9,-1.123022
2013m10,-.9937885
2013m11,-.9265164
2013m12,-.9251278
2014m1,-.9391225
2014m2,-1.039288
2014m3,-1.101333
2014m4,-1.139868
2014m5,-1.224348
2014m6,-1.230483
2014m7,-1.276869
2014m8,-1.419387
2014m9,-1.446621
2014m10,-1.418797
2014m11,-1.420535
2014m12,-1.500077
2015m1,-1.479352
2015m2,-1.363581
2015m3,-1.39012
2015m4,-1.45824
2015m5,-1.519243
2015m6,-1.547177
2015m7,-1.565858
2015m8,-1.567487
2015m9,-1.425529
2015m10,-1.32625
2015m11,-1.24161
2015m12,-1.165748
2016m1,-1.285967
2016m2,-1.364712
2016m3,-1.185809
2016m4,-.8867577
