date,cat_financial_security
2008m1,1.312296
2008m2,.7771402
2008m3,.4710546
2008m4,.1748345
2008m5,-.1773895
2008m6,-.3858501
2008m7,-.5455505
2008m8,-.5315806
2008m9,-.074902
2008m10,.2260951
2008m11,.0114493
2008m12,.0040504
2009m1,.3480915
2009m2,.378324
2009m3,.1245318
2009m4,-.0664782
2009m5,-.1534973
2009m6,-.1141372
2009m7,.0385127
2009m8,.1834721
2009m9,.2990665
2009m10,.3956341
2009m11,.4089328
2009m12,.7522996
2010m1,1.298119
2010m2,1.52826
2010m3,1.650143
2010m4,1.368809
2010m5,.9192772
2010m6,.7210779
2010m7,.6500058
2010m8,.6230872
2010m9,.3676017
2010m10,.1637364
2010m11,.0013373
2010m12,-.0476522
2011m1,-.0693752
2011m2,-.3109224
2011m3,-.578115
2011m4,-.9765313
2011m5,-1.310982
2011m6,-1.237606
2011m7,-1.055249
2011m8,-.9942425
2011m9,-1.267163
2011m10,-1.545797
2011m11,-1.572934
2011m12,-1.08874
2012m1,-.3670866
2012m2,-.2000111
2012m3,-.4172598
2012m4,-.8052102
2012m5,-1.155476
2012m6,-1.268348
2012m7,-1.308571
2012m8,-1.168288
2012m9,-1.145608
2012m10,-1.141596
2012m11,-1.047659
2012m12,-.5973809
2013m1,.2134212
2013m2,.354755
2013m3,.1256597
2013m4,-.160856
2013m5,-.571349
2013m6,-.8301836
2013m7,-.9741288
2013m8,-1.170296
2013m9,-1.238566
2013m10,-1.1199
2013m11,-1.047409
2013m12,-.7667415
2014m1,-.1331615
2014m2,.2513858
2014m3,.3098951
2014m4,.2469327
2014m5,.1151512
2014m6,.2209783
2014m7,.3729633
2014m8,.2478977
2014m9,.0495407
2014m10,-.0771931
2014m11,-.1439049
2014m12,.205661
2015m1,.880959
2015m2,1.288425
2015m3,1.384377
2015m4,1.199775
2015m5,.8876314
2015m6,.8671526
2015m7,.8918163
2015m8,.6811054
2015m9,.3178101
2015m10,.0681276
2015m11,-.0774249
2015m12,.1991786
2016m1,.8331906
2016m2,1.341403
2016m3,1.876847
2016m4,2.409026
