date,cat_spirituality
2008m1,.4558435
2008m2,.7471092
2008m3,.787137
2008m4,.4118316
2008m5,-.2604735
2008m6,-.8657514
2008m7,-1.010426
2008m8,-.5932558
2008m9,.3259769
2008m10,.951122
2008m11,.9997157
2008m12,.7673361
2009m1,.7383717
2009m2,.9449355
2009m3,1.089895
2009m4,.8960156
2009m5,.2426462
2009m6,-.4646249
2009m7,-.7463768
2009m8,-.3809413
2009m9,.5102588
2009m10,1.332033
2009m11,1.707912
2009m12,1.607636
2010m1,1.546459
2010m2,1.746006
2010m3,1.845116
2010m4,1.535332
2010m5,.8268695
2010m6,.1642908
2010m7,-.0867818
2010m8,.2762712
2010m9,1.067665
2010m10,1.551838
2010m11,1.562533
2010m12,1.149481
2011m1,.6792501
2011m2,.3999461
2011m3,.2308279
2011m4,.0348295
2011m5,-.4180169
2011m6,-.9350486
2011m7,-1.130329
2011m8,-.8509309
2011m9,-.1623929
2011m10,.3094982
2011m11,.3846177
2011m12,.2661344
2012m1,.1940525
2012m2,.1953976
2012m3,.0978976
2012m4,-.2423589
2012m5,-.9355944
2012m6,-1.482996
2012m7,-1.509975
2012m8,-1.147925
2012m9,-.4914368
2012m10,-.0172325
2012m11,.0356917
2012m12,-.0957979
2013m1,-.2090112
2013m2,-.1123836
2013m3,.0004006
2013m4,-.1200768
2013m5,-.6036727
2013m6,-1.174561
2013m7,-1.460572
2013m8,-1.262035
2013m9,-.5261653
2013m10,.0456123
2013m11,.1055547
2013m12,-.1186104
2014m1,-.2904511
2014m2,-.1676702
2014m3,-.0778139
2014m4,-.2372295
2014m5,-.7560583
2014m6,-1.25443
2014m7,-1.457158
2014m8,-1.193537
2014m9,-.5656112
2014m10,-.1156658
2014m11,.0455065
2014m12,.0362594
2015m1,.0489369
2015m2,.249607
2015m3,.379431
2015m4,.1304302
2015m5,-.5504691
2015m6,-1.231559
2015m7,-1.567606
2015m8,-1.376485
2015m9,-.6825795
2015m10,-.1180288
2015m11,.0751201
2015m12,-.0185059
2016m1,-.114244
2016m2,-.1051617
2016m3,-.1572152
2016m4,-.2794061
