health_conditions_f
.658309
.8358088
1.673566
.4641828
1.199652
.470639
-.3664438
-1.431611
1.060246
1.71939
1.110457
.322455
.0341151
1.70486
1.812202
-.0040372
-.0299621
-.8242372
-1.004737
-1.411421
-.2956886
1.42115
.9868589
-.5184997
-2.24026
.9759548
.0896333
1.113994
-1.055094
-.6902661
-.9986432
-2.43928
-.6021164
.4041246
1.288003
-.1951885
-1.456806
-.722425
.6820138
.3309435
-.382109
-.6247624
-.7470506
-.5296779
-.1591098
1.011293
.6573355
.8270772
-.7401568
.6652715
-.3762372
.0475164
-1.275521
-.9092868
-.258519
-.9188677
-.3590382
