region,date,protectionnisme
Haute-Normandie,2013m1,.2809169
Haute-Normandie,2013m2,.03140302
Haute-Normandie,2013m3,.37883827
Haute-Normandie,2013m4,.014540637
Haute-Normandie,2013m5,.24231255
Haute-Normandie,2013m6,.12423427
Haute-Normandie,2013m7,-1.2649159
Haute-Normandie,2013m8,-.91652077
Haute-Normandie,2013m9,-.15645929
Haute-Normandie,2013m10,.26395303
Haute-Normandie,2013m11,.10402959
Haute-Normandie,2013m12,-.13898551
Haute-Normandie,2014m1,.30891919
Haute-Normandie,2014m2,.038884748
Haute-Normandie,2014m3,.263722
Haute-Normandie,2014m4,.25672188
Haute-Normandie,2014m5,.35342449
Haute-Normandie,2014m6,-.25062355
Haute-Normandie,2014m7,-.92990518
Haute-Normandie,2014m8,-.51729834
Haute-Normandie,2014m9,.016398963
Haute-Normandie,2014m10,.70320147
Haute-Normandie,2014m11,.59234869
Haute-Normandie,2014m12,-.3519783
Haute-Normandie,2015m1,-.36810878
Haute-Normandie,2015m2,.20905139
Haute-Normandie,2015m3,-.034873292
Haute-Normandie,2015m4,-.40833226
Haute-Normandie,2015m5,-.21759669
Haute-Normandie,2015m6,.10779954
Haute-Normandie,2015m7,-.71386969
Haute-Normandie,2015m8,-1.0886151
Haute-Normandie,2015m9,-.16146076
Haute-Normandie,2015m10,.52389771
Haute-Normandie,2015m11,.58029598
Haute-Normandie,2015m12,.13878334
Haute-Normandie,2016m1,.028443664
Haute-Normandie,2016m2,.017249877
Haute-Normandie,2016m3,.64072984
Haute-Normandie,2016m4,.10736611
Haute-Normandie,2016m5,.62363058
Haute-Normandie,2016m6,.0056756251
Haute-Normandie,2016m7,-.82659978
Haute-Normandie,2016m8,-.91718352
Haute-Normandie,2016m9,-.032522108
Haute-Normandie,2016m10,.52921087
Haute-Normandie,2016m11,.83777106
Haute-Normandie,2016m12,.38714713
Haute-Normandie,2017m1,.40851653
Haute-Normandie,2017m2,.029059067
Haute-Normandie,2017m3,.28610542
