date,swb_security
2008m1,-1.209716
2008m2,-.5104195
2008m3,.1551649
2008m4,.397967
2008m5,.6327884
2008m6,1.102039
2008m7,1.196489
2008m8,.7954178
2008m9,.0705473
2008m10,-.618563
2008m11,-.9118775
2008m12,-.7697375
2009m1,-.4326782
2009m2,-.2307983
2009m3,-.2312801
2009m4,-.1270151
2009m5,-.1765634
2009m6,.0522438
2009m7,.0078565
2009m8,.0119043
2009m9,-.1744073
2009m10,-.2491098
2009m11,-.2327029
2009m12,-.3082532
2010m1,-.0727572
2010m2,.3798153
2010m3,.2392485
2010m4,.0670529
2010m5,.643654
2010m6,.8660166
2010m7,.621155
2010m8,.2434877
2010m9,-.0939486
2010m10,-.1287217
2010m11,-.0924036
2010m12,-.255465
2011m1,-.4187252
2011m2,-.3408525
2011m3,-.1319855
2011m4,.0611167
2011m5,.3230598
2011m6,.8247384
2011m7,.9768575
2011m8,.8385841
2011m9,.5355182
2011m10,.3865792
2011m11,.3833618
2011m12,.5729915
2012m1,.9034827
2012m2,1.313277
2012m3,1.520141
2012m4,1.557156
2012m5,1.361006
2012m6,1.369262
2012m7,1.465013
2012m8,1.346505
2012m9,.9515621
2012m10,.6162807
2012m11,.169876
2012m12,.0184282
2013m1,.1393853
2013m2,.5356756
2013m3,.9014055
2013m4,.9904423
2013m5,.9873209
2013m6,1.171248
2013m7,1.470427
2013m8,1.545183
2013m9,1.303053
2013m10,1.134363
2013m11,1.235533
2013m12,1.286946
2014m1,1.308687
2014m2,1.522413
2014m3,1.660847
2014m4,1.850435
2014m5,1.985642
2014m6,1.941742
2014m7,1.893511
2014m8,1.838298
2014m9,1.805382
2014m10,1.702786
2014m11,1.453972
2014m12,1.182325
2015m1,1.151546
2015m2,1.276813
2015m3,1.574019
2015m4,1.740809
2015m5,1.597146
2015m6,1.317817
2015m7,1.25219
2015m8,1.301094
2015m9,1.29683
2015m10,1.427568
2015m11,1.749012
2015m12,1.928054
2016m1,2.088188
2016m2,1.999496
2016m3,1.244592
2016m4,-.4943503
