date,swb_anger
2011m1,-.7057686
2011m2,-.0459348
2011m3,.3586401
2011m4,.5855656
2011m5,.6218804
2011m6,.5735477
2011m7,.6263798
2011m8,.4278949
2011m9,-.0709057
2011m10,-.4343837
2011m11,-.4250733
2011m12,-.3354071
2012m1,-.0183337
2012m2,.0660116
2012m3,-.1312164
2012m4,-.0530542
2012m5,.1252252
2012m6,.4994287
2012m7,.6820964
2012m8,.7983861
2012m9,.887958
2012m10,.6391467
2012m11,.3103544
2012m12,.0976923
2013m1,-.025418
2013m2,.1356825
2013m3,.417128
2013m4,.7187572
2013m5,.6962174
2013m6,.7638462
2013m7,.8972362
2013m8,1.197098
2013m9,1.046156
2013m10,.4088034
2013m11,-.2183955
2013m12,-.4778694
2014m1,-.3449596
2014m2,-.1187107
2014m3,.1710343
2014m4,.5164665
2014m5,.7927994
2014m6,.9673519
2014m7,1.424381
2014m8,2.246906
2014m9,2.745611
2014m10,2.345979
2014m11,1.806217
2014m12,1.135436
2015m1,.4082286
2015m2,.3508839
2015m3,.5116813
2015m4,.5533786
2015m5,.7949969
2015m6,.9944841
2015m7,1.105861
2015m8,1.820154
2015m9,2.236447
2015m10,1.720796
2015m11,1.031119
2015m12,.5516655
2016m1,.2767394
2016m2,.2856597
2016m3,.896715
2016m4,1.499424
