home_finance_f
-.2831951
-.8363652
-.0991953
-.7286831
-.1056198
.540414
.5832601
2.864637
1.262708
1.070865
-.4291171
.2563042
1.405357
.2478128
.9007286
.8622181
1.427053
1.941598
1.584755
.7032253
.6387227
.5351158
-.0264223
-.6256315
.3666885
.5364258
.4293069
.1142787
.1187586
1.799278
.9973324
.2609927
-.8129438
-1.092437
-1.524203
-1.030739
-.6647444
-1.352589
-.9727435
-1.052295
-.7333001
.2241611
.1706535
-.7961061
-1.391218
-1.298599
-1.98815
-1.221109
.0789579
-.7491764
-.5713573
-.3966765
-.6851906
.4002799
.5171919
.2213001
-1.592574
