date,swb_sadness
2008m1,-.6816307
2008m2,-.6560411
2008m3,-.7441522
2008m4,-.8780867
2008m5,-.9540278
2008m6,-.8084227
2008m7,-.6059709
2008m8,-.4235047
2008m9,-.2799914
2008m10,.0554172
2008m11,.6842245
2008m12,1.057187
2009m1,1.205991
2009m2,1.170557
2009m3,.8252809
2009m4,.5580319
2009m5,.2001431
2009m6,-.0599481
2009m7,-.0919752
2009m8,.1376156
2009m9,.2134206
2009m10,.2715707
2009m11,.1896119
2009m12,-.132343
2010m1,-.6638915
2010m2,-.9536227
2010m3,-1.336933
2010m4,-1.57616
2010m5,-1.58548
2010m6,-1.25219
2010m7,-.7677018
2010m8,-.6340718
2010m9,-.8550113
2010m10,-.8288615
2010m11,-.5593195
2010m12,-.4457363
2011m1,-.7044727
2011m2,-.900501
2011m3,-1.148498
2011m4,-1.08553
2011m5,-.8674639
2011m6,-.555506
2011m7,-.4072782
2011m8,-.1542963
2011m9,-.035342
2011m10,-.2004922
2011m11,-.4033071
2011m12,-.5885817
2012m1,-.9329027
2012m2,-1.114873
2012m3,-1.221029
2012m4,-1.257584
2012m5,-1.266154
2012m6,-1.35254
2012m7,-1.325742
2012m8,-1.175779
2012m9,-.9123641
2012m10,-.5798391
2012m11,-.4423819
2012m12,-.3052443
2013m1,-.6209694
2013m2,-.9700975
2013m3,-1.215031
2013m4,-1.46327
2013m5,-1.571097
2013m6,-1.892789
2013m7,-2.16059
2013m8,-2.229934
2013m9,-2.137719
2013m10,-2.358146
2013m11,-2.599676
2013m12,-2.36373
2014m1,-2.114382
2014m2,-2.06018
2014m3,-2.138409
2014m4,-2.335835
2014m5,-2.632121
2014m6,-2.733081
2014m7,-2.263948
2014m8,-1.559684
2014m9,-.9800221
2014m10,-.5021471
2014m11,-.3195267
2014m12,-.5987226
2015m1,-1.15473
2015m2,-1.532861
2015m3,-1.760573
2015m4,-1.736329
2015m5,-1.704504
2015m6,-1.843549
2015m7,-2.009824
2015m8,-1.909627
2015m9,-1.645547
2015m10,-1.283446
2015m11,-.9284147
2015m12,-1.070328
2016m1,-1.637306
2016m2,-2.050858
2016m3,-2.138771
2016m4,-2.011267
