date,cat_layoffs
2011m1,1.903158
2011m2,1.272113
2011m3,.7964812
2011m4,.6694549
2011m5,.5734513
2011m6,.594847
2011m7,.775668
2011m8,.7762613
2011m9,.5963225
2011m10,.6953583
2011m11,.811009
2011m12,.9048496
2012m1,.8501393
2012m2,.5543537
2012m3,.2092094
2012m4,.0223635
2012m5,-.1718763
2012m6,-.2599701
2012m7,-.1138277
2012m8,.2727869
2012m9,.8351489
2012m10,1.536905
2012m11,1.97212
2012m12,1.615199
2013m1,1.202232
2013m2,.5952601
2013m3,.0807664
2013m4,-.2197136
2013m5,-.1815003
2013m6,-.0381869
2013m7,.0218647
2013m8,.1182647
2013m9,.3816268
2013m10,.4712216
2013m11,.2959238
2013m12,.2731782
2014m1,.5869961
2014m2,.6084561
2014m3,.4131205
2014m4,-.0749316
2014m5,-.497577
2014m6,-.766638
2014m7,-.9138173
2014m8,-1.080077
2014m9,-.9924371
2014m10,-.9026417
2014m11,-.9626333
2014m12,-.9687928
2015m1,-.8127583
2015m2,-.8693394
2015m3,-1.011188
2015m4,-1.274643
2015m5,-1.536298
2015m6,-1.625127
2015m7,-1.621043
2015m8,-1.523104
2015m9,-1.163884
2015m10,-.8044993
2015m11,-.7413339
2015m12,-.7906065
2016m1,-.6348099
2016m2,-.4834451
2016m3,-.2818949
2016m4,.0324847
