civic_f
-.0914851
.1599585
.9973938
.7002068
-.1635879
1.732406
1.538851
1.231725
.1559645
.2787576
.3591436
-.3964317
-.0890719
-.3761852
1.054918
1.486252
.0341698
2.947886
.9418685
.0160313
.1878455
.5143558
-.1743068
-.4143302
-.9971305
-.6295348
-.0164853
-.5573702
1.665395
1.914896
.5447831
.6120268
-.0742554
-.9253229
.2790476
-.4820469
-.4433306
-.8804904
-1.010433
-.8497956
-.4761856
.7579968
-.2345861
-1.166952
-1.062976
-1.01249
-.436529
-.2527032
-1.764148
-2.251599
-.8222767
-.5921055
-.9116274
-.1524299
1.698612
-.2954702
-1.806818
