date,cat_layoffs
2008m1,-1.066184
2008m2,-1.068727
2008m3,-1.072316
2008m4,-1.101302
2008m5,-1.085719
2008m6,-1.004089
2008m7,-.8418841
2008m8,-.6449596
2008m9,-.3332121
2008m10,.2132403
2008m11,1.020373
2008m12,1.812832
2009m1,2.555761
2009m2,2.771329
2009m3,2.021545
2009m4,1.036812
2009m5,.384851
2009m6,.3316129
2009m7,.6739212
2009m8,.836348
2009m9,1.007982
2009m10,1.247023
2009m11,1.475961
2009m12,1.583066
2010m1,1.926156
2010m2,1.89463
2010m3,1.542715
2010m4,1.010293
2010m5,.8992733
2010m6,1.37428
2010m7,1.691179
2010m8,1.376455
2010m9,.9839556
2010m10,.7434868
2010m11,.7341794
2010m12,.5535381
2011m1,.188749
2011m2,-.2017173
2011m3,-.4193766
2011m4,-.4412231
2011m5,-.5097257
2011m6,-.4742544
2011m7,-.2790749
2011m8,-.1892679
2011m9,-.1338221
2011m10,-.1302274
2011m11,-.064057
2011m12,-.0680614
2012m1,-.143543
2012m2,-.1852856
2012m3,-.1946403
2012m4,-.1185647
2012m5,-.1773843
2012m6,-.2525265
2012m7,-.254705
2012m8,-.0736895
2012m9,.2085459
2012m10,.4153189
2012m11,.3797239
2012m12,.1073247
2013m1,-.0634158
2013m2,-.3134123
2013m3,-.5179176
2013m4,-.6761543
2013m5,-.8107859
2013m6,-.7597581
2013m7,-.5998564
2013m8,-.5979224
2013m9,-.5952933
2013m10,-.5189601
2013m11,-.4370861
2013m12,-.3322341
2014m1,-.1390336
2014m2,-.157466
2014m3,-.375243
2014m4,-.5855583
2014m5,-.7954233
2014m6,-.8920794
2014m7,-.8998742
2014m8,-.8994054
2014m9,-.8243014
2014m10,-.7555538
2014m11,-.780944
2014m12,-.7913111
2015m1,-.7547723
2015m2,-.7689822
2015m3,-.7719052
2015m4,-.816394
2015m5,-.9235646
2015m6,-.8333228
2015m7,-.5426334
2015m8,-.3969273
2015m9,-.2053668
2015m10,-.1149489
2015m11,-.4216973
2015m12,-.494788
2016m1,-.3595119
2016m2,-.3679352
2016m3,-.3842761
2016m4,-.1969044
