date,cat_housing
2011m1,.2464871
2011m2,-.2909233
2011m3,-.6300267
2011m4,-.7174814
2011m5,-.4707472
2011m6,-.0460099
2011m7,.4455089
2011m8,1.146793
2011m9,1.152818
2011m10,.7743623
2011m11,.3590636
2011m12,.2888019
2012m1,.5982286
2012m2,.7649367
2012m3,.8204411
2012m4,.9032766
2012m5,1.012332
2012m6,1.092592
2012m7,1.109811
2012m8,.9858792
2012m9,.9593079
2012m10,.7064214
2012m11,.1762072
2012m12,-.0684781
2013m1,.1274684
2013m2,.3852524
2013m3,.5783815
2013m4,.8462925
2013m5,1.080824
2013m6,1.175089
2013m7,.4783874
2013m8,-.5815071
2013m9,-1.267063
2013m10,-1.560958
2013m11,-1.629598
2013m12,-1.469664
2014m1,-.9948103
2014m2,-.6896312
2014m3,-.5117305
2014m4,-.5015627
2014m5,-.4630034
2014m6,-.3603179
2014m7,-.4951216
2014m8,-.8016568
2014m9,-1.074423
2014m10,-1.16245
2014m11,-1.209927
2014m12,-.8800506
2015m1,-.1286564
2015m2,.2590878
2015m3,.270495
2015m4,.0888251
2015m5,-.0196089
2015m6,.0856646
2015m7,.1001967
2015m8,-.084814
2015m9,-.4265874
2015m10,-.7980607
2015m11,-1.106777
2015m12,-1.084046
2016m1,-.5365683
2016m2,.12108
2016m3,.9075524
2016m4,2.014393
