date,swb_enjoyment
2008m1,-.9354011
2008m2,-.3296738
2008m3,.2366842
2008m4,.6238633
2008m5,.9211167
2008m6,1.01162
2008m7,.9626861
2008m8,.5259948
2008m9,-.0816997
2008m10,-.4212702
2008m11,-.794522
2008m12,-1.163425
2009m1,-1.907968
2009m2,-2.269167
2009m3,-1.720388
2009m4,-.6330612
2009m5,.1470128
2009m6,.0398665
2009m7,-.3330921
2009m8,-.5853306
2009m9,-.4911014
2009m10,-.1199779
2009m11,.1002931
2009m12,.1147562
2010m1,-.011783
2010m2,.1637989
2010m3,.6020622
2010m4,1.092012
2010m5,1.077131
2010m6,.5328064
2010m7,.0061504
2010m8,-.3602408
2010m9,-.3767024
2010m10,-.0136558
2010m11,.1757555
2010m12,.1967193
2011m1,.4200991
2011m2,.6152455
2011m3,.789396
2011m4,1.0925
2011m5,1.341341
2011m6,1.306714
2011m7,1.006498
2011m8,.5077631
2011m9,.2204116
2011m10,.5469963
2011m11,1.084559
2011m12,1.309596
2012m1,.9938085
2012m2,.7604511
2012m3,.8323032
2012m4,1.243167
2012m5,1.57701
2012m6,1.533845
2012m7,1.276429
2012m8,.8032942
2012m9,.3023644
2012m10,.3085168
2012m11,.5297433
2012m12,.4345767
2013m1,.15945
2013m2,.2960781
2013m3,.7057461
2013m4,1.140259
2013m5,1.335233
2013m6,1.200906
2013m7,.9824693
2013m8,.6434854
2013m9,.3154631
2013m10,.2690544
2013m11,.4007753
2013m12,.2356711
2014m1,-.0146865
2014m2,.2269279
2014m3,.7680811
2014m4,1.398638
2014m5,1.768086
2014m6,1.564902
2014m7,1.244324
2014m8,.8076397
2014m9,.6073601
2014m10,.8538287
2014m11,1.1108
2014m12,1.398864
2015m1,1.404374
2015m2,1.466031
2015m3,1.540177
2015m4,1.7474
2015m5,1.905973
2015m6,1.827496
2015m7,1.486552
2015m8,.8885627
2015m9,.5645838
2015m10,.8769942
2015m11,1.282055
2015m12,1.291166
2016m1,1.143288
2016m2,1.0453
2016m3,.8216725
2016m4,.3014171
