date,cat_personal_security
2008m1,-1.212876
2008m2,-1.157651
2008m3,-1.045153
2008m4,-1.145255
2008m5,-1.128285
2008m6,-1.086013
2008m7,-.9419279
2008m8,-.9997239
2008m9,-.9605414
2008m10,-.9518661
2008m11,-.9994308
2008m12,-1.023255
2009m1,-.8703775
2009m2,-.4107157
2009m3,-.222509
2009m4,-.408083
2009m5,-.6686166
2009m6,-.8141729
2009m7,-.8172945
2009m8,-.7068443
2009m9,-.135698
2009m10,.4892094
2009m11,1.109509
2009m12,1.457931
2010m1,1.309331
2010m2,1.115651
2010m3,.9529067
2010m4,1.105276
2010m5,1.088789
2010m6,.5987543
2010m7,.4054553
2010m8,.357744
2010m9,.2673072
2010m10,.1202063
2010m11,.0395691
2010m12,.0166235
2011m1,.0114981
2011m2,.1583538
2011m3,.2763586
2011m4,.2721113
2011m5,.2858246
2011m6,.241617
2011m7,.2427107
2011m8,.1243399
2011m9,.1730687
2011m10,.1382036
2011m11,.0352715
2011m12,-.0530272
2012m1,-.0454102
2012m2,.0870361
2012m3,.1405459
2012m4,.1786517
2012m5,.1247605
2012m6,.1540197
2012m7,.3128137
2012m8,.0249273
2012m9,-.0189525
2012m10,.4254234
2012m11,1.308896
2012m12,2.251837
2013m1,2.224132
2013m2,1.703276
2013m3,1.232628
2013m4,.9569649
2013m5,.2924113
2013m6,-.1551472
2013m7,-.3286475
2013m8,-.220041
2013m9,-.2370938
2013m10,-.3422161
2013m11,-.3690053
2013m12,-.5428743
2014m1,-.6809645
2014m2,-.5758925
2014m3,-.2272271
2014m4,-.0506046
2014m5,-.120599
2014m6,-.2474445
2014m7,-.3981421
2014m8,-.7789838
2014m9,-.9854107
2014m10,-1.073375
2014m11,-1.071263
2014m12,-.9589241
2015m1,-.7973236
2015m2,-.8057024
2015m3,-.7804502
2015m4,-.7320302
2015m5,-.6618835
2015m6,-.5539733
2015m7,-.4062745
2015m8,-.1390621
2015m9,.4059681
2015m10,1.195594
2015m11,1.976952
2015m12,1.798293
2016m1,1.073243
2016m2,.5774066
2016m3,.5498376
2016m4,.674996
